BGC	Accession	Description	Product	BiG_SCAPE	Organism	Taxonomy
Pame_bac_bin073~Pame_metagenome_contig_000652.region001	Pame_metagenome_contig_000652	Pame_metagenome_contig_000652	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin073~Pame_metagenome_contig_000752.region001	Pame_metagenome_contig_000752	Pame_metagenome_contig_000752	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin073~Pame_metagenome_contig_001999.region001	Pame_metagenome_contig_001999	Pame_metagenome_contig_001999	ranthipeptide	RiPPs		
Pame_bac_bin073~Pame_metagenome_contig_004997.region001	Pame_metagenome_contig_004997	Pame_metagenome_contig_004997	RRE-containing	RiPPs		
Pame_bac_bin074~Pame_metagenome_contig_000322.region001	Pame_metagenome_contig_000322	Pame_metagenome_contig_000322	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin074~Pame_metagenome_contig_000322.region002	Pame_metagenome_contig_000322	Pame_metagenome_contig_000322	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin074~Pame_metagenome_contig_000929.region001	Pame_metagenome_contig_000929	Pame_metagenome_contig_000929	ranthipeptide	RiPPs		
Pame_bac_bin074~Pame_metagenome_contig_004773.region001	Pame_metagenome_contig_004773	Pame_metagenome_contig_004773	NRPS	NRPS		
Pame_bac_bin075~Pame_metagenome_contig_001603.region001	Pame_metagenome_contig_001603	Pame_metagenome_contig_001603	RiPP-like	RiPPs		
Pame_bac_bin075~Pame_metagenome_contig_002087.region001	Pame_metagenome_contig_002087	Pame_metagenome_contig_002087	RRE-containing	RiPPs		
Pame_bac_bin075~Pame_metagenome_contig_004441.region001	Pame_metagenome_contig_004441	Pame_metagenome_contig_004441	RRE-containing	RiPPs		
Pame_bac_bin075~Pame_metagenome_contig_004475.region001	Pame_metagenome_contig_004475	Pame_metagenome_contig_004475	cyclic-lactone-autoinducer.NRPS.transAT-PKS	Others		
Pame_bac_bin075~Pame_metagenome_contig_004763.region001	Pame_metagenome_contig_004763	Pame_metagenome_contig_004763	RRE-containing	RiPPs		
Pame_bac_bin076~Pame_metagenome_contig_000598.region001	Pame_metagenome_contig_000598	Pame_metagenome_contig_000598	ranthipeptide	RiPPs		
Pame_bac_bin076~Pame_metagenome_contig_000946.region001	Pame_metagenome_contig_000946	Pame_metagenome_contig_000946	RiPP-like	RiPPs		
Pame_bac_bin076~Pame_metagenome_contig_003136.region001	Pame_metagenome_contig_003136	Pame_metagenome_contig_003136	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin077~Pame_metagenome_contig_002130.region001	Pame_metagenome_contig_002130	Pame_metagenome_contig_002130	NRPS	NRPS		
Pame_bac_bin077~Pame_metagenome_contig_003916.region001	Pame_metagenome_contig_003916	Pame_metagenome_contig_003916	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin077~Pame_metagenome_contig_006618.region001	Pame_metagenome_contig_006618	Pame_metagenome_contig_006618	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin078~Pame_metagenome_contig_000055.region001	Pame_metagenome_contig_000055	Pame_metagenome_contig_000055	ranthipeptide	RiPPs		
Pame_bac_bin079~Pame_metagenome_contig_000108.region001	Pame_metagenome_contig_000108	Pame_metagenome_contig_000108	RiPP-like	RiPPs		
Pame_bac_bin079~Pame_metagenome_contig_000184.region001	Pame_metagenome_contig_000184	Pame_metagenome_contig_000184	ranthipeptide	RiPPs		
Pame_bac_bin079~Pame_metagenome_contig_001764.region001	Pame_metagenome_contig_001764	Pame_metagenome_contig_001764	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin079~Pame_metagenome_contig_002752.region001	Pame_metagenome_contig_002752	Pame_metagenome_contig_002752	cyclic-lactone-autoinducer.RiPP-like	RiPPs		
Pame_bac_bin080~Pame_metagenome_contig_004362.region001	Pame_metagenome_contig_004362	Pame_metagenome_contig_004362	hydrogen-cyanide	Others		
Pame_bac_bin080~Pame_metagenome_contig_013968.region001	Pame_metagenome_contig_013968	Pame_metagenome_contig_013968	ranthipeptide	RiPPs		
Pame_bac_bin080~Pame_metagenome_contig_018814.region001	Pame_metagenome_contig_018814	Pame_metagenome_contig_018814	ranthipeptide	RiPPs		
Pame_bac_bin081~Pame_metagenome_contig_000812.region001	Pame_metagenome_contig_000812	Pame_metagenome_contig_000812	RRE-containing.RiPP-like	RiPPs		
Pame_bac_bin081~Pame_metagenome_contig_000812.region002	Pame_metagenome_contig_000812	Pame_metagenome_contig_000812	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin081~Pame_metagenome_contig_000851.region001	Pame_metagenome_contig_000851	Pame_metagenome_contig_000851	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin081~Pame_metagenome_contig_004060.region001	Pame_metagenome_contig_004060	Pame_metagenome_contig_004060	ranthipeptide	RiPPs		
Pame_bac_bin081~Pame_metagenome_contig_004670.region001	Pame_metagenome_contig_004670	Pame_metagenome_contig_004670	RiPP-like	RiPPs		
Pame_bac_bin081~Pame_metagenome_contig_005301.region001	Pame_metagenome_contig_005301	Pame_metagenome_contig_005301	ranthipeptide	RiPPs		
Pame_bac_bin082~Pame_metagenome_contig_003451.region001	Pame_metagenome_contig_003451	Pame_metagenome_contig_003451	NRPS-like	NRPS		
Pame_bac_bin083~Pame_metagenome_contig_000291.region001	Pame_metagenome_contig_000291	Pame_metagenome_contig_000291	RRE-containing.cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin083~Pame_metagenome_contig_000380.region001	Pame_metagenome_contig_000380	Pame_metagenome_contig_000380	ranthipeptide	RiPPs		
Pame_bac_bin083~Pame_metagenome_contig_000676.region001	Pame_metagenome_contig_000676	Pame_metagenome_contig_000676	cyclic-lactone-autoinducer.ladderane.NRPS	Others		
Pame_bac_bin083~Pame_metagenome_contig_001001.region001	Pame_metagenome_contig_001001	Pame_metagenome_contig_001001	NRPS	NRPS		
Pame_bac_bin083~Pame_metagenome_contig_008185.region001	Pame_metagenome_contig_008185	Pame_metagenome_contig_008185	RRE-containing	RiPPs		
Pame_bac_bin083~Pame_metagenome_contig_031816.region001	Pame_metagenome_contig_031816	Pame_metagenome_contig_031816	phosphonate	Others		
Pame_bac_bin084~Pame_metagenome_contig_001987.region001	Pame_metagenome_contig_001987	Pame_metagenome_contig_001987	ranthipeptide	RiPPs		
Pame_bac_bin085~Pame_metagenome_contig_015256.region001	Pame_metagenome_contig_015256	Pame_metagenome_contig_015256	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin085~Pame_metagenome_contig_016557.region001	Pame_metagenome_contig_016557	Pame_metagenome_contig_016557	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin085~Pame_metagenome_contig_249329.region001	Pame_metagenome_contig_249329	Pame_metagenome_contig_249329	RRE-containing	RiPPs		
Pame_bac_bin087~Pame_metagenome_contig_001300.region001	Pame_metagenome_contig_001300	Pame_metagenome_contig_001300	RiPP-like	RiPPs		
Pame_bac_bin087~Pame_metagenome_contig_001939.region001	Pame_metagenome_contig_001939	Pame_metagenome_contig_001939	NRPS-like.NRPS	NRPS		
Pame_bac_bin087~Pame_metagenome_contig_004159.region001	Pame_metagenome_contig_004159	Pame_metagenome_contig_004159	NRPS	NRPS		
Pame_bac_bin087~Pame_metagenome_contig_004506.region001	Pame_metagenome_contig_004506	Pame_metagenome_contig_004506	NRPS	NRPS		
Pame_bac_bin087~Pame_metagenome_contig_052266.region001	Pame_metagenome_contig_052266	Pame_metagenome_contig_052266	NRPS-like	NRPS		
Pame_bac_bin088~Pame_metagenome_contig_019791.region001	Pame_metagenome_contig_019791	Pame_metagenome_contig_019791	RRE-containing	RiPPs		
Pame_bac_bin089~Pame_metagenome_contig_033153.region001	Pame_metagenome_contig_033153	Pame_metagenome_contig_033153	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin089~Pame_metagenome_contig_140420.region001	Pame_metagenome_contig_140420	Pame_metagenome_contig_140420	RRE-containing	RiPPs		
Pame_bac_bin090~Pame_metagenome_contig_003296.region001	Pame_metagenome_contig_003296	Pame_metagenome_contig_003296	lassopeptide	RiPPs		
Pame_bac_bin090~Pame_metagenome_contig_008053.region001	Pame_metagenome_contig_008053	Pame_metagenome_contig_008053	ranthipeptide	RiPPs		
Pame_bac_bin090~Pame_metagenome_contig_013142.region001	Pame_metagenome_contig_013142	Pame_metagenome_contig_013142	RRE-containing	RiPPs		
Pame_bac_bin091~Pame_metagenome_contig_033979.region001	Pame_metagenome_contig_033979	Pame_metagenome_contig_033979	NRPS-like	NRPS		
Pame_bac_bin091~Pame_metagenome_contig_039991.region001	Pame_metagenome_contig_039991	Pame_metagenome_contig_039991	ranthipeptide	RiPPs		
Pame_bac_bin093~Pame_metagenome_contig_060865.region001	Pame_metagenome_contig_060865	Pame_metagenome_contig_060865	RRE-containing	RiPPs		
Pame_bac_bin094~Pame_metagenome_contig_002939.region001	Pame_metagenome_contig_002939	Pame_metagenome_contig_002939	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin094~Pame_metagenome_contig_004057.region001	Pame_metagenome_contig_004057	Pame_metagenome_contig_004057	RRE-containing	RiPPs		
Pame_bac_bin094~Pame_metagenome_contig_006194.region001	Pame_metagenome_contig_006194	Pame_metagenome_contig_006194	RRE-containing	RiPPs		
Pame_bac_bin095~Pame_metagenome_contig_018482.region001	Pame_metagenome_contig_018482	Pame_metagenome_contig_018482	RRE-containing	RiPPs		
Pame_bac_bin095~Pame_metagenome_contig_045066.region001	Pame_metagenome_contig_045066	Pame_metagenome_contig_045066	ranthipeptide	RiPPs		
Pame_bac_bin100~Pame_metagenome_contig_020775.region001	Pame_metagenome_contig_020775	Pame_metagenome_contig_020775	ranthipeptide	RiPPs		
Pame_bac_bin102~Pame_metagenome_contig_086097.region001	Pame_metagenome_contig_086097	Pame_metagenome_contig_086097	betalactone	Others		
Pame_bac_bin102~Pame_metagenome_contig_264828.region001	Pame_metagenome_contig_264828	Pame_metagenome_contig_264828	ranthipeptide	RiPPs		
Pame_bac_bin104~Pame_metagenome_contig_009325.region001	Pame_metagenome_contig_009325	Pame_metagenome_contig_009325	ranthipeptide	RiPPs		
Pame_bac_bin105~Pame_metagenome_contig_045968.region001	Pame_metagenome_contig_045968	Pame_metagenome_contig_045968	RiPP-like	RiPPs		
Pame_bac_bin105~Pame_metagenome_contig_076276.region001	Pame_metagenome_contig_076276	Pame_metagenome_contig_076276	betalactone	Others		
Pame_bac_bin107~Pame_metagenome_contig_000473.region001	Pame_metagenome_contig_000473	Pame_metagenome_contig_000473	lassopeptide	RiPPs		
Pame_bac_bin107~Pame_metagenome_contig_000473.region002	Pame_metagenome_contig_000473	Pame_metagenome_contig_000473	lassopeptide	RiPPs		
Pame_bac_bin107~Pame_metagenome_contig_001552.region001	Pame_metagenome_contig_001552	Pame_metagenome_contig_001552	ranthipeptide	RiPPs		
Pame_bac_bin107~Pame_metagenome_contig_001552.region002	Pame_metagenome_contig_001552	Pame_metagenome_contig_001552	lassopeptide	RiPPs		
Pame_bac_bin110~Pame_metagenome_contig_006321.region001	Pame_metagenome_contig_006321	Pame_metagenome_contig_006321	lassopeptide	RiPPs		
Pame_bac_bin110~Pame_metagenome_contig_017865.region001	Pame_metagenome_contig_017865	Pame_metagenome_contig_017865	NRPS	NRPS		
Pame_bac_bin111~Pame_metagenome_contig_002899.region001	Pame_metagenome_contig_002899	Pame_metagenome_contig_002899	lassopeptide	RiPPs		
Pame_bac_bin111~Pame_metagenome_contig_010608.region001	Pame_metagenome_contig_010608	Pame_metagenome_contig_010608	RRE-containing	RiPPs		
Pame_bac_bin113~Pame_metagenome_contig_002858.region001	Pame_metagenome_contig_002858	Pame_metagenome_contig_002858	ranthipeptide	RiPPs		
Pame_bac_bin113~Pame_metagenome_contig_005104.region001	Pame_metagenome_contig_005104	Pame_metagenome_contig_005104	RiPP-like	RiPPs		
Pame_bac_bin113~Pame_metagenome_contig_010847.region001	Pame_metagenome_contig_010847	Pame_metagenome_contig_010847	lassopeptide	RiPPs		
Pame_bac_bin114~Pame_metagenome_contig_008752.region001	Pame_metagenome_contig_008752	Pame_metagenome_contig_008752	ranthipeptide	RiPPs		
Pame_bac_bin115~Pame_metagenome_contig_002873.region001	Pame_metagenome_contig_002873	Pame_metagenome_contig_002873	betalactone	Others		
Pame_bac_bin115~Pame_metagenome_contig_015652.region001	Pame_metagenome_contig_015652	Pame_metagenome_contig_015652	RiPP-like	RiPPs		
Pame_bac_bin115~Pame_metagenome_contig_032141.region001	Pame_metagenome_contig_032141	Pame_metagenome_contig_032141	ranthipeptide	RiPPs		
Pame_bac_bin116~Pame_metagenome_contig_000713.region001	Pame_metagenome_contig_000713	Pame_metagenome_contig_000713	RRE-containing	RiPPs		
Pame_bac_bin116~Pame_metagenome_contig_001107.region001	Pame_metagenome_contig_001107	Pame_metagenome_contig_001107	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin116~Pame_metagenome_contig_005924.region001	Pame_metagenome_contig_005924	Pame_metagenome_contig_005924	ranthipeptide	RiPPs		
Pame_bac_bin117~Pame_metagenome_contig_045825.region001	Pame_metagenome_contig_045825	Pame_metagenome_contig_045825	NRPS-like	NRPS		
Pame_bac_bin117~Pame_metagenome_contig_269984.region001	Pame_metagenome_contig_269984	Pame_metagenome_contig_269984	RRE-containing	RiPPs		
Pame_bac_bin118~Pame_metagenome_contig_000877.region001	Pame_metagenome_contig_000877	Pame_metagenome_contig_000877	ranthipeptide	RiPPs		
Pame_bac_bin118~Pame_metagenome_contig_006921.region001	Pame_metagenome_contig_006921	Pame_metagenome_contig_006921	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin120~Pame_metagenome_contig_001737.region001	Pame_metagenome_contig_001737	Pame_metagenome_contig_001737	ranthipeptide	RiPPs		
Pame_bac_bin121~Pame_metagenome_contig_019262.region001	Pame_metagenome_contig_019262	Pame_metagenome_contig_019262	lanthipeptide-class-ii	RiPPs		
Pame_bac_bin121~Pame_metagenome_contig_024051.region001	Pame_metagenome_contig_024051	Pame_metagenome_contig_024051	NRPS-like	NRPS		
Pame_bac_bin121~Pame_metagenome_contig_029006.region001	Pame_metagenome_contig_029006	Pame_metagenome_contig_029006	cyclic-lactone-autoinducer.RiPP-like	RiPPs		
Pame_bac_bin121~Pame_metagenome_contig_038778.region001	Pame_metagenome_contig_038778	Pame_metagenome_contig_038778	ranthipeptide	RiPPs		
Pame_bac_bin123~Pame_metagenome_contig_050209.region001	Pame_metagenome_contig_050209	Pame_metagenome_contig_050209	RiPP-like	RiPPs		
Pame_bac_bin123~Pame_metagenome_contig_153791.region001	Pame_metagenome_contig_153791	Pame_metagenome_contig_153791	NRPS-like	NRPS		
Pame_bac_bin124~Pame_metagenome_contig_017443.region001	Pame_metagenome_contig_017443	Pame_metagenome_contig_017443	ranthipeptide	RiPPs		
Pame_bac_bin124~Pame_metagenome_contig_046245.region001	Pame_metagenome_contig_046245	Pame_metagenome_contig_046245	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin124~Pame_metagenome_contig_056537.region001	Pame_metagenome_contig_056537	Pame_metagenome_contig_056537	RRE-containing	RiPPs		
Pame_bac_bin124~Pame_metagenome_contig_059407.region001	Pame_metagenome_contig_059407	Pame_metagenome_contig_059407	RRE-containing	RiPPs		
Pame_bac_bin124~Pame_metagenome_contig_066015.region001	Pame_metagenome_contig_066015	Pame_metagenome_contig_066015	RRE-containing	RiPPs		
Pame_bac_bin124~Pame_metagenome_contig_119643.region001	Pame_metagenome_contig_119643	Pame_metagenome_contig_119643	ranthipeptide	RiPPs		
Pame_bac_bin124~Pame_metagenome_contig_231167.region001	Pame_metagenome_contig_231167	Pame_metagenome_contig_231167	RRE-containing	RiPPs		
Pame_bac_bin125~Pame_metagenome_contig_000998.region001	Pame_metagenome_contig_000998	Pame_metagenome_contig_000998	betalactone	Others		
Pame_bac_bin126~Pame_metagenome_contig_000299.region001	Pame_metagenome_contig_000299	Pame_metagenome_contig_000299	NRPS	NRPS		
Pame_bac_bin126~Pame_metagenome_contig_000299.region002	Pame_metagenome_contig_000299	Pame_metagenome_contig_000299	betalactone	Others		
Pame_bac_bin126~Pame_metagenome_contig_000669.region001	Pame_metagenome_contig_000669	Pame_metagenome_contig_000669	ranthipeptide	RiPPs		
Pame_bac_bin126~Pame_metagenome_contig_000669.region002	Pame_metagenome_contig_000669	Pame_metagenome_contig_000669	betalactone	Others		
Pame_bac_bin126~Pame_metagenome_contig_000726.region001	Pame_metagenome_contig_000726	Pame_metagenome_contig_000726	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin127~Pame_metagenome_contig_004250.region001	Pame_metagenome_contig_004250	Pame_metagenome_contig_004250	RiPP-like	RiPPs		
Pame_bac_bin127~Pame_metagenome_contig_015688.region001	Pame_metagenome_contig_015688	Pame_metagenome_contig_015688	betalactone	Others		
Pame_bac_bin128~Pame_metagenome_contig_010730.region001	Pame_metagenome_contig_010730	Pame_metagenome_contig_010730	betalactone	Others		
Pame_bac_bin128~Pame_metagenome_contig_013571.region001	Pame_metagenome_contig_013571	Pame_metagenome_contig_013571	ranthipeptide	RiPPs		
Pame_bac_bin128~Pame_metagenome_contig_014175.region001	Pame_metagenome_contig_014175	Pame_metagenome_contig_014175	RiPP-like	RiPPs		
Pame_bac_bin128~Pame_metagenome_contig_017786.region001	Pame_metagenome_contig_017786	Pame_metagenome_contig_017786	NRPS-like	NRPS		
Pame_bac_bin130~Pame_metagenome_contig_019771.region001	Pame_metagenome_contig_019771	Pame_metagenome_contig_019771	RiPP-like	RiPPs		
Pame_bac_bin131~Pame_metagenome_contig_036747.region001	Pame_metagenome_contig_036747	Pame_metagenome_contig_036747	ranthipeptide	RiPPs		
Pame_bac_bin132~Pame_metagenome_contig_004344.region001	Pame_metagenome_contig_004344	Pame_metagenome_contig_004344	NRPS	NRPS		
Pame_bac_bin134~Pame_metagenome_contig_039688.region001	Pame_metagenome_contig_039688	Pame_metagenome_contig_039688	NRPS-like	NRPS		
Pame_bac_bin134~Pame_metagenome_contig_047621.region001	Pame_metagenome_contig_047621	Pame_metagenome_contig_047621	NRPS	NRPS		
Pame_bac_bin134~Pame_metagenome_contig_077307.region001	Pame_metagenome_contig_077307	Pame_metagenome_contig_077307	NRPS-like	NRPS		
Pame_bac_bin135~Pame_metagenome_contig_030811.region001	Pame_metagenome_contig_030811	Pame_metagenome_contig_030811	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin135~Pame_metagenome_contig_063575.region001	Pame_metagenome_contig_063575	Pame_metagenome_contig_063575	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin135~Pame_metagenome_contig_066978.region001	Pame_metagenome_contig_066978	Pame_metagenome_contig_066978	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin135~Pame_metagenome_contig_140127.region001	Pame_metagenome_contig_140127	Pame_metagenome_contig_140127	RRE-containing	RiPPs		
Pame_bac_bin137~Pame_metagenome_contig_217590.region001	Pame_metagenome_contig_217590	Pame_metagenome_contig_217590	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin138~Pame_metagenome_contig_027572.region001	Pame_metagenome_contig_027572	Pame_metagenome_contig_027572	NRPS	NRPS		
Pame_bac_bin139~Pame_metagenome_contig_106139.region001	Pame_metagenome_contig_106139	Pame_metagenome_contig_106139	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin139~Pame_metagenome_contig_141171.region001	Pame_metagenome_contig_141171	Pame_metagenome_contig_141171	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin139~Pame_metagenome_contig_174619.region001	Pame_metagenome_contig_174619	Pame_metagenome_contig_174619	RRE-containing	RiPPs		
Pame_bac_bin140~Pame_metagenome_contig_003275.region001	Pame_metagenome_contig_003275	Pame_metagenome_contig_003275	cyclic-lactone-autoinducer	RiPPs		
Pame_bac_bin140~Pame_metagenome_contig_156923.region001	Pame_metagenome_contig_156923	Pame_metagenome_contig_156923	phosphonate	Others		
