K	pathway	protein
K00699	ko00053	Pame_20965.t1
K00699	ko00053	Pame_20966.t1
K00699	ko00053	Pame_20967.t1
K00699	ko00053	Pame_20968.t1
K00699	ko00053	Pame_20970.t1
K00699	ko00053	Pame_20971.t1
K00699	ko00053	Pame_20972.t1
K00699	ko00053	Pame_21326.t1
K00699	ko00053	Pame_21327.t1
K00699	ko00053	Pame_21328.t1
K00699	ko00053	Pame_21329.t1
K00699	ko00830	Pame_00037.t1
K00699	ko00830	Pame_00278.t1
K00699	ko00830	Pame_04042.t1
K00699	ko00830	Pame_04150.t1
K00699	ko00830	Pame_04151.t1
K00699	ko00830	Pame_04152.t1
K00699	ko00830	Pame_04153.t1
K00699	ko00830	Pame_04154.t1
K00699	ko00830	Pame_04155.t1
K00699	ko00830	Pame_04156.t1
K00699	ko00830	Pame_04157.t1
K00699	ko00830	Pame_04158.t1
K00699	ko00830	Pame_04159.t1
K00699	ko00830	Pame_04160.t1
K00699	ko00830	Pame_04161.t1
K00699	ko00830	Pame_04162.t1
K00699	ko00830	Pame_04163.t1
K00699	ko00830	Pame_04164.t1
K00699	ko00830	Pame_04165.t1
K00699	ko00830	Pame_04166.t1
K00699	ko00830	Pame_04167.t2
K00699	ko00830	Pame_04168.t1
K00699	ko00830	Pame_04169.t1
K00699	ko00830	Pame_04203.t1
K00699	ko00830	Pame_04204.t1
K00699	ko00830	Pame_04277.t1
K00699	ko00830	Pame_04730.t1
K00699	ko00830	Pame_05725.t1
K00699	ko00830	Pame_05726.t1
K00699	ko00830	Pame_05728.t1
K00699	ko00830	Pame_05789.t1
K00699	ko00830	Pame_05860.t1
K00699	ko00830	Pame_05861.t1
K00699	ko00830	Pame_05862.t1
K00699	ko00830	Pame_05863.t1
K00699	ko00830	Pame_05864.t1
K00699	ko00830	Pame_05865.t1
K00699	ko00830	Pame_06872.t1
K00699	ko00830	Pame_07082.t1
K00699	ko00830	Pame_07083.t1
K00699	ko00830	Pame_07084.t1
K00699	ko00830	Pame_07085.t1
K00699	ko00830	Pame_07086.t1
K00699	ko00830	Pame_07087.t1
K00699	ko00830	Pame_07088.t1
K00699	ko00830	Pame_07089.t1
K00699	ko00830	Pame_07090.t1
K00699	ko00830	Pame_07091.t1
K00699	ko00830	Pame_07092.t1
K00699	ko00830	Pame_07093.t1
K00699	ko00830	Pame_07169.t1
K00699	ko00830	Pame_07305.t1
K00699	ko00830	Pame_07783.t1
K00699	ko00830	Pame_07784.t1
K00699	ko00830	Pame_08669.t2
K00699	ko00830	Pame_08670.t2
K00699	ko00830	Pame_09132.t1
K00699	ko00830	Pame_09154.t1
K00699	ko00830	Pame_10251.t1
K00699	ko00830	Pame_11321.t1
K00699	ko00830	Pame_11324.t1
K00699	ko00830	Pame_11327.t1
K00699	ko00830	Pame_11332.t1
K00699	ko00830	Pame_11333.t1
K00699	ko00830	Pame_11334.t1
K00699	ko00830	Pame_11335.t1
K00699	ko00830	Pame_11336.t1
K00699	ko00830	Pame_11337.t1
K00699	ko00830	Pame_11349.t1
K00699	ko00830	Pame_11350.t1
K00699	ko00830	Pame_11351.t1
K00699	ko00830	Pame_12174.t1
K00699	ko00830	Pame_15457.t1
K00699	ko00830	Pame_17057.t2
K00699	ko00830	Pame_17492.t1
K00699	ko00830	Pame_17493.t1
K00699	ko00830	Pame_17494.t2
K00699	ko00830	Pame_17495.t1
K00699	ko00830	Pame_17496.t2
K00699	ko00830	Pame_19547.t1
K00699	ko00830	Pame_20817.t1
K00699	ko00830	Pame_20873.t1
K00699	ko00830	Pame_20874.t1
K00699	ko00830	Pame_20875.t1
K00699	ko00830	Pame_20961.t1
K00699	ko00830	Pame_20962.t1
K00699	ko00830	Pame_20963.t1
K00699	ko00830	Pame_20965.t1
K00699	ko00830	Pame_20966.t1
K00699	ko00830	Pame_20967.t1
K00699	ko00830	Pame_20968.t1
K00699	ko00830	Pame_20970.t1
K00699	ko00830	Pame_20971.t1
K00699	ko00830	Pame_20972.t1
K00699	ko00830	Pame_21326.t1
K00699	ko00830	Pame_21327.t1
K00699	ko00830	Pame_21328.t1
K00699	ko00830	Pame_21329.t1
K00699	ko00860	Pame_00037.t1
K00699	ko00860	Pame_00278.t1
K00699	ko00860	Pame_04042.t1
K00699	ko00860	Pame_04150.t1
K00699	ko00860	Pame_04151.t1
K00699	ko00860	Pame_04152.t1
K00699	ko00860	Pame_04153.t1
K00699	ko00860	Pame_04154.t1
K00699	ko00860	Pame_04155.t1
K00699	ko00860	Pame_04156.t1
K00699	ko00860	Pame_04157.t1
K00699	ko00860	Pame_04158.t1
K00699	ko00860	Pame_04159.t1
K00699	ko00860	Pame_04160.t1
K00699	ko00860	Pame_04161.t1
K00699	ko00860	Pame_04162.t1
K00699	ko00860	Pame_04163.t1
K00699	ko00860	Pame_04164.t1
K00699	ko00860	Pame_04165.t1
K00699	ko00860	Pame_04166.t1
K00699	ko00860	Pame_04167.t2
K00699	ko00860	Pame_04168.t1
K00699	ko00860	Pame_04169.t1
K00699	ko00860	Pame_04203.t1
K00699	ko00860	Pame_04204.t1
K00699	ko00860	Pame_04277.t1
K00699	ko00860	Pame_04730.t1
K00699	ko00860	Pame_05725.t1
K00699	ko00860	Pame_05726.t1
K00699	ko00860	Pame_05728.t1
K00699	ko00860	Pame_05789.t1
K00699	ko00860	Pame_05860.t1
K00699	ko00860	Pame_05861.t1
K00699	ko00860	Pame_05862.t1
K00699	ko00860	Pame_05863.t1
K00699	ko00860	Pame_05864.t1
K00699	ko00860	Pame_05865.t1
K00699	ko00860	Pame_06872.t1
K00699	ko00860	Pame_07082.t1
K00699	ko00860	Pame_07083.t1
K00699	ko00860	Pame_07084.t1
K00699	ko00860	Pame_07085.t1
K00699	ko00860	Pame_07086.t1
K00699	ko00860	Pame_07087.t1
K00699	ko00860	Pame_07088.t1
K00699	ko00860	Pame_07089.t1
K00699	ko00860	Pame_07090.t1
K00699	ko00860	Pame_07091.t1
K00699	ko00860	Pame_07092.t1
K00699	ko00860	Pame_07093.t1
K00699	ko00860	Pame_07169.t1
K00699	ko00860	Pame_07305.t1
K00699	ko00860	Pame_07783.t1
K00699	ko00860	Pame_07784.t1
K00699	ko00860	Pame_08669.t2
K00699	ko00860	Pame_08670.t2
K00699	ko00860	Pame_09132.t1
K00699	ko00860	Pame_09154.t1
K00699	ko00860	Pame_10251.t1
K00699	ko00860	Pame_11321.t1
K00699	ko00860	Pame_11324.t1
K00699	ko00860	Pame_11327.t1
K00699	ko00860	Pame_11332.t1
K00699	ko00860	Pame_11333.t1
K00699	ko00860	Pame_11334.t1
K00699	ko00860	Pame_11335.t1
K00699	ko00860	Pame_11336.t1
K00699	ko00860	Pame_11337.t1
K00699	ko00860	Pame_11349.t1
K00699	ko00860	Pame_11350.t1
K00699	ko00860	Pame_11351.t1
K00699	ko00860	Pame_12174.t1
K00699	ko00860	Pame_15457.t1
K00699	ko00860	Pame_17057.t2
K00699	ko00860	Pame_17492.t1
K00699	ko00860	Pame_17493.t1
K00699	ko00860	Pame_17494.t2
K00699	ko00860	Pame_17495.t1
K00699	ko00860	Pame_17496.t2
K00699	ko00860	Pame_19547.t1
K00699	ko00860	Pame_20817.t1
K00699	ko00860	Pame_20873.t1
K00699	ko00860	Pame_20874.t1
K00699	ko00860	Pame_20875.t1
K00699	ko00860	Pame_20961.t1
K00699	ko00860	Pame_20962.t1
K00699	ko00860	Pame_20963.t1
K00699	ko00860	Pame_20965.t1
K00699	ko00860	Pame_20966.t1
K00699	ko00860	Pame_20967.t1
K00699	ko00860	Pame_20968.t1
K00699	ko00860	Pame_20970.t1
K00699	ko00860	Pame_20971.t1
K00699	ko00860	Pame_20972.t1
K00699	ko00860	Pame_21326.t1
K00699	ko00860	Pame_21327.t1
K00699	ko00860	Pame_21328.t1
K00699	ko00860	Pame_21329.t1
K00699	ko00980	Pame_00037.t1
K00699	ko00980	Pame_00278.t1
K00699	ko00980	Pame_04042.t1
K00699	ko00980	Pame_04150.t1
K00699	ko00980	Pame_04151.t1
K00699	ko00980	Pame_04152.t1
K00699	ko00980	Pame_04153.t1
K00699	ko00980	Pame_04154.t1
K00699	ko00980	Pame_04155.t1
K00699	ko00980	Pame_04156.t1
K00699	ko00980	Pame_04157.t1
K00699	ko00980	Pame_04158.t1
K00699	ko00980	Pame_04159.t1
K00699	ko00980	Pame_04160.t1
K00699	ko00980	Pame_04161.t1
K00699	ko00980	Pame_04162.t1
K00699	ko00980	Pame_04163.t1
K00699	ko00980	Pame_04164.t1
K00699	ko00980	Pame_04165.t1
K00699	ko00980	Pame_04166.t1
K00699	ko00980	Pame_04167.t2
K00699	ko00980	Pame_04168.t1
K00699	ko00980	Pame_04169.t1
K00699	ko00980	Pame_04203.t1
K00699	ko00980	Pame_04204.t1
K00699	ko00980	Pame_04277.t1
K00699	ko00980	Pame_04730.t1
K00699	ko00980	Pame_05725.t1
K00699	ko00980	Pame_05726.t1
K00699	ko00980	Pame_05728.t1
K00699	ko00980	Pame_05789.t1
K00699	ko00980	Pame_05860.t1
K00699	ko00980	Pame_05861.t1
K00699	ko00980	Pame_05862.t1
K00699	ko00980	Pame_05863.t1
K00699	ko00980	Pame_05864.t1
K00699	ko00980	Pame_05865.t1
K00699	ko00980	Pame_06872.t1
K00699	ko00980	Pame_07082.t1
K00699	ko00980	Pame_07083.t1
K00699	ko00980	Pame_07084.t1
K00699	ko00980	Pame_07085.t1
K00699	ko00980	Pame_07086.t1
K00699	ko00980	Pame_07087.t1
K00699	ko00980	Pame_07088.t1
K00699	ko00980	Pame_07089.t1
K00699	ko00980	Pame_07090.t1
K00699	ko00980	Pame_07091.t1
K00699	ko00980	Pame_07092.t1
K00699	ko00980	Pame_07093.t1
K00699	ko00980	Pame_07169.t1
K00699	ko00980	Pame_07305.t1
K00699	ko00980	Pame_07783.t1
K00699	ko00980	Pame_07784.t1
K00699	ko00980	Pame_08669.t2
K00699	ko00980	Pame_08670.t2
K00699	ko00980	Pame_09132.t1
K00699	ko00980	Pame_09154.t1
K00699	ko00980	Pame_10251.t1
K00699	ko00980	Pame_11321.t1
K00699	ko00980	Pame_11324.t1
K00699	ko00980	Pame_11327.t1
K00699	ko00980	Pame_11332.t1
K00699	ko00980	Pame_11333.t1
K00699	ko00980	Pame_11334.t1
K00699	ko00980	Pame_11335.t1
K00699	ko00980	Pame_11336.t1
K00699	ko00980	Pame_11337.t1
K00699	ko00980	Pame_11349.t1
K00699	ko00980	Pame_11350.t1
K00699	ko00980	Pame_11351.t1
K00699	ko00980	Pame_12174.t1
K00699	ko00980	Pame_15457.t1
K00699	ko00980	Pame_17057.t2
K00699	ko00980	Pame_17492.t1
K00699	ko00980	Pame_17493.t1
K00699	ko00980	Pame_17494.t2
K00699	ko00980	Pame_17495.t1
K00699	ko00980	Pame_17496.t2
K00699	ko00980	Pame_19547.t1
K00699	ko00980	Pame_20817.t1
K00699	ko00980	Pame_20873.t1
K00699	ko00980	Pame_20874.t1
K00699	ko00980	Pame_20875.t1
K00699	ko00980	Pame_20961.t1
K00699	ko00980	Pame_20962.t1
K00699	ko00980	Pame_20963.t1
K00699	ko00980	Pame_20965.t1
K00699	ko00980	Pame_20966.t1
K00699	ko00980	Pame_20967.t1
K00699	ko00980	Pame_20968.t1
K00699	ko00980	Pame_20970.t1
K00699	ko00980	Pame_20971.t1
K00699	ko00980	Pame_20972.t1
K00699	ko00980	Pame_21326.t1
K00699	ko00980	Pame_21327.t1
K00699	ko00980	Pame_21328.t1
K00699	ko00980	Pame_21329.t1
K00699	ko00982	Pame_00037.t1
K00699	ko00982	Pame_00278.t1
K00699	ko00982	Pame_04042.t1
K00699	ko00982	Pame_04150.t1
K00699	ko00982	Pame_04151.t1
K00699	ko00982	Pame_04152.t1
K00699	ko00982	Pame_04153.t1
K00699	ko00982	Pame_04154.t1
K00699	ko00982	Pame_04155.t1
K00699	ko00982	Pame_04156.t1
K00699	ko00982	Pame_04157.t1
K00699	ko00982	Pame_04158.t1
K00699	ko00982	Pame_04159.t1
K00699	ko00982	Pame_04160.t1
K00699	ko00982	Pame_04161.t1
K00699	ko00982	Pame_04162.t1
K00699	ko00982	Pame_04163.t1
K00699	ko00982	Pame_04164.t1
K00699	ko00982	Pame_04165.t1
K00699	ko00982	Pame_04166.t1
K00699	ko00982	Pame_04167.t2
K00699	ko00982	Pame_04168.t1
K00699	ko00982	Pame_04169.t1
K00699	ko00982	Pame_04203.t1
K00699	ko00982	Pame_04204.t1
K00699	ko00982	Pame_04277.t1
K00699	ko00982	Pame_04730.t1
K00699	ko00982	Pame_05725.t1
K00699	ko00982	Pame_05726.t1
K00699	ko00982	Pame_05728.t1
K00699	ko00982	Pame_05789.t1
K00699	ko00982	Pame_05860.t1
K00699	ko00982	Pame_05861.t1
K00699	ko00982	Pame_05862.t1
K00699	ko00982	Pame_05863.t1
K00699	ko00982	Pame_05864.t1
K00699	ko00982	Pame_05865.t1
K00699	ko00982	Pame_06872.t1
K00699	ko00982	Pame_07082.t1
K00699	ko00982	Pame_07083.t1
K00699	ko00982	Pame_07084.t1
K00699	ko00982	Pame_07085.t1
K00699	ko00982	Pame_07086.t1
K00699	ko00982	Pame_07087.t1
K00699	ko00982	Pame_07088.t1
K00699	ko00982	Pame_07089.t1
K00699	ko00982	Pame_07090.t1
K00699	ko00982	Pame_07091.t1
K00699	ko00982	Pame_07092.t1
K00699	ko00982	Pame_07093.t1
K00699	ko00982	Pame_07169.t1
K00699	ko00982	Pame_07305.t1
K00699	ko00982	Pame_07783.t1
K00699	ko00982	Pame_07784.t1
K00699	ko00982	Pame_08669.t2
K00699	ko00982	Pame_08670.t2
K00699	ko00982	Pame_09132.t1
K00699	ko00982	Pame_09154.t1
K00699	ko00982	Pame_10251.t1
K00699	ko00982	Pame_11321.t1
K00699	ko00982	Pame_11324.t1
K00699	ko00982	Pame_11327.t1
K00699	ko00982	Pame_11332.t1
K00699	ko00982	Pame_11333.t1
K00699	ko00982	Pame_11334.t1
K00699	ko00982	Pame_11335.t1
K00699	ko00982	Pame_11336.t1
K00699	ko00982	Pame_11337.t1
K00699	ko00982	Pame_11349.t1
K00699	ko00982	Pame_11350.t1
K00699	ko00982	Pame_11351.t1
K00699	ko00982	Pame_12174.t1
K00699	ko00982	Pame_15457.t1
K00699	ko00982	Pame_17057.t2
K00699	ko00982	Pame_17492.t1
K00699	ko00982	Pame_17493.t1
K00699	ko00982	Pame_17494.t2
K00699	ko00982	Pame_17495.t1
K00699	ko00982	Pame_17496.t2
K00699	ko00982	Pame_19547.t1
K00699	ko00982	Pame_20817.t1
K00699	ko00982	Pame_20873.t1
K00699	ko00982	Pame_20874.t1
K00699	ko00982	Pame_20875.t1
K00699	ko00982	Pame_20961.t1
K00699	ko00982	Pame_20962.t1
K00699	ko00982	Pame_20963.t1
K00699	ko00982	Pame_20965.t1
K00699	ko00982	Pame_20966.t1
K00699	ko00982	Pame_20967.t1
K00699	ko00982	Pame_20968.t1
K00699	ko00982	Pame_20970.t1
K00699	ko00982	Pame_20971.t1
K00699	ko00982	Pame_20972.t1
K00699	ko00982	Pame_21326.t1
K00699	ko00982	Pame_21327.t1
K00699	ko00982	Pame_21328.t1
K00699	ko00982	Pame_21329.t1
K00699	ko00983	Pame_00037.t1
K00699	ko00983	Pame_00278.t1
K00699	ko00983	Pame_04042.t1
K00699	ko00983	Pame_04150.t1
K00699	ko00983	Pame_04151.t1
K00699	ko00983	Pame_04152.t1
K00699	ko00983	Pame_04153.t1
K00699	ko00983	Pame_04154.t1
K00699	ko00983	Pame_04155.t1
K00699	ko00983	Pame_04156.t1
K00699	ko00983	Pame_04157.t1
K00699	ko00983	Pame_04158.t1
K00699	ko00983	Pame_04159.t1
K00699	ko00983	Pame_04160.t1
K00699	ko00983	Pame_04161.t1
K00699	ko00983	Pame_04162.t1
K00699	ko00983	Pame_04163.t1
K00699	ko00983	Pame_04164.t1
K00699	ko00983	Pame_04165.t1
K00699	ko00983	Pame_04166.t1
K00699	ko00983	Pame_04167.t2
K00699	ko00983	Pame_04168.t1
K00699	ko00983	Pame_04169.t1
K00699	ko00983	Pame_04203.t1
K00699	ko00983	Pame_04204.t1
K00699	ko00983	Pame_04277.t1
K00699	ko00983	Pame_04730.t1
K00699	ko00983	Pame_05725.t1
K00699	ko00983	Pame_05726.t1
K00699	ko00983	Pame_05728.t1
K00699	ko00983	Pame_05789.t1
K00699	ko00983	Pame_05860.t1
K00699	ko00983	Pame_05861.t1
K00699	ko00983	Pame_05862.t1
K00699	ko00983	Pame_05863.t1
K00699	ko00983	Pame_05864.t1
K00699	ko00983	Pame_05865.t1
K00699	ko00983	Pame_06872.t1
K00699	ko00983	Pame_07082.t1
K00699	ko00983	Pame_07083.t1
K00699	ko00983	Pame_07084.t1
K00699	ko00983	Pame_07085.t1
K00699	ko00983	Pame_07086.t1
K00699	ko00983	Pame_07087.t1
K00699	ko00983	Pame_07088.t1
K00699	ko00983	Pame_07089.t1
K00699	ko00983	Pame_07090.t1
K00699	ko00983	Pame_07091.t1
K00699	ko00983	Pame_07092.t1
K00699	ko00983	Pame_07093.t1
K00699	ko00983	Pame_07169.t1
K00699	ko00983	Pame_07305.t1
K00699	ko00983	Pame_07783.t1
K00699	ko00983	Pame_07784.t1
K00699	ko00983	Pame_08669.t2
K00699	ko00983	Pame_08670.t2
K00699	ko00983	Pame_09132.t1
K00699	ko00983	Pame_09154.t1
K00699	ko00983	Pame_10251.t1
K00699	ko00983	Pame_11321.t1
K00699	ko00983	Pame_11324.t1
K00699	ko00983	Pame_11327.t1
K00699	ko00983	Pame_11332.t1
K00699	ko00983	Pame_11333.t1
K00699	ko00983	Pame_11334.t1
K00699	ko00983	Pame_11335.t1
K00699	ko00983	Pame_11336.t1
K00699	ko00983	Pame_11337.t1
K00699	ko00983	Pame_11349.t1
K00699	ko00983	Pame_11350.t1
K00699	ko00983	Pame_11351.t1
K00699	ko00983	Pame_12174.t1
K00699	ko00983	Pame_15457.t1
K00699	ko00983	Pame_17057.t2
K00699	ko00983	Pame_17492.t1
K00699	ko00983	Pame_17493.t1
K00699	ko00983	Pame_17494.t2
K00699	ko00983	Pame_17495.t1
K00699	ko00983	Pame_17496.t2
K00699	ko00983	Pame_19547.t1
K00699	ko00983	Pame_20817.t1
K00699	ko00983	Pame_20873.t1
K00699	ko00983	Pame_20874.t1
K00699	ko00983	Pame_20875.t1
K00699	ko00983	Pame_20961.t1
K00699	ko00983	Pame_20962.t1
K00699	ko00983	Pame_20963.t1
K00699	ko00983	Pame_20965.t1
K00699	ko00983	Pame_20966.t1
K00699	ko00983	Pame_20967.t1
K00699	ko00983	Pame_20968.t1
K00699	ko00983	Pame_20970.t1
K00699	ko00983	Pame_20971.t1
K00699	ko00983	Pame_20972.t1
K00699	ko00983	Pame_21326.t1
K00699	ko00983	Pame_21327.t1
K00699	ko00983	Pame_21328.t1
K00699	ko00983	Pame_21329.t1
K00699	ko01100	Pame_00037.t1
K00699	ko01100	Pame_00278.t1
K00699	ko01100	Pame_04042.t1
K00699	ko01100	Pame_04150.t1
K00699	ko01100	Pame_04151.t1
K00699	ko01100	Pame_04152.t1
K00699	ko01100	Pame_04153.t1
K00699	ko01100	Pame_04154.t1
K00699	ko01100	Pame_04155.t1
K00699	ko01100	Pame_04156.t1
K00699	ko01100	Pame_04157.t1
K00699	ko01100	Pame_04158.t1
K00699	ko01100	Pame_04159.t1
K00699	ko01100	Pame_04160.t1
K00699	ko01100	Pame_04161.t1
K00699	ko01100	Pame_04162.t1
K00699	ko01100	Pame_04163.t1
K00699	ko01100	Pame_04164.t1
K00699	ko01100	Pame_04165.t1
K00699	ko01100	Pame_04166.t1
K00699	ko01100	Pame_04167.t2
K00699	ko01100	Pame_04168.t1
K00699	ko01100	Pame_04169.t1
K00699	ko01100	Pame_04203.t1
K00699	ko01100	Pame_04204.t1
K00699	ko01100	Pame_04277.t1
K00699	ko01100	Pame_04730.t1
K00699	ko01100	Pame_05725.t1
K00699	ko01100	Pame_05726.t1
K00699	ko01100	Pame_05728.t1
K00699	ko01100	Pame_05789.t1
K00699	ko01100	Pame_05860.t1
K00699	ko01100	Pame_05861.t1
K00699	ko01100	Pame_05862.t1
K00699	ko01100	Pame_05863.t1
K00699	ko01100	Pame_05864.t1
K00699	ko01100	Pame_05865.t1
K00699	ko01100	Pame_06872.t1
K00699	ko01100	Pame_07082.t1
K00699	ko01100	Pame_07083.t1
K00699	ko01100	Pame_07084.t1
K00699	ko01100	Pame_07085.t1
K00699	ko01100	Pame_07086.t1
K00699	ko01100	Pame_07087.t1
K00699	ko01100	Pame_07088.t1
K00699	ko01100	Pame_07089.t1
K00699	ko01100	Pame_07090.t1
K00699	ko01100	Pame_07091.t1
K00699	ko01100	Pame_07092.t1
K00699	ko01100	Pame_07093.t1
K00699	ko01100	Pame_07169.t1
K00699	ko01100	Pame_07305.t1
K00699	ko01100	Pame_07783.t1
K00699	ko01100	Pame_07784.t1
K00699	ko01100	Pame_08669.t2
K00699	ko01100	Pame_08670.t2
K00699	ko01100	Pame_09132.t1
K00699	ko01100	Pame_09154.t1
K00699	ko01100	Pame_10251.t1
K00699	ko01100	Pame_11321.t1
K00699	ko01100	Pame_11324.t1
K00699	ko01100	Pame_11327.t1
K00699	ko01100	Pame_11332.t1
K00699	ko01100	Pame_11333.t1
K00699	ko01100	Pame_11334.t1
K00699	ko01100	Pame_11335.t1
K00699	ko01100	Pame_11336.t1
K00699	ko01100	Pame_11337.t1
K00699	ko01100	Pame_11349.t1
K00699	ko01100	Pame_11350.t1
K00699	ko01100	Pame_11351.t1
K00699	ko01100	Pame_12174.t1
K00699	ko01100	Pame_15457.t1
K00699	ko01100	Pame_17057.t2
K00699	ko01100	Pame_17492.t1
K00699	ko01100	Pame_17493.t1
K00699	ko01100	Pame_17494.t2
K00699	ko01100	Pame_17495.t1
K00699	ko01100	Pame_17496.t2
K00699	ko01100	Pame_19547.t1
K00699	ko01100	Pame_20817.t1
K00699	ko01100	Pame_20873.t1
K00699	ko01100	Pame_20874.t1
K00699	ko01100	Pame_20875.t1
K00699	ko01100	Pame_20961.t1
K00699	ko01100	Pame_20962.t1
K00699	ko01100	Pame_20963.t1
K00699	ko01100	Pame_20965.t1
K00699	ko01100	Pame_20966.t1
K00699	ko01100	Pame_20967.t1
K00699	ko01100	Pame_20968.t1
K00699	ko01100	Pame_20970.t1
K00699	ko01100	Pame_20971.t1
K00699	ko01100	Pame_20972.t1
K00699	ko01100	Pame_21326.t1
K00699	ko01100	Pame_21327.t1
K00699	ko01100	Pame_21328.t1
K00699	ko01100	Pame_21329.t1
K00699	ko01240	Pame_00037.t1
K00699	ko01240	Pame_00278.t1
K00699	ko01240	Pame_04042.t1
K00699	ko01240	Pame_04150.t1
K00699	ko01240	Pame_04151.t1
K00699	ko01240	Pame_04152.t1
K00699	ko01240	Pame_04153.t1
K00699	ko01240	Pame_04154.t1
K00699	ko01240	Pame_04155.t1
K00699	ko01240	Pame_04156.t1
K00699	ko01240	Pame_04157.t1
K00699	ko01240	Pame_04158.t1
K00699	ko01240	Pame_04159.t1
K00699	ko01240	Pame_04160.t1
K00699	ko01240	Pame_04161.t1
K00699	ko01240	Pame_04162.t1
K00699	ko01240	Pame_04163.t1
K00699	ko01240	Pame_04164.t1
K00699	ko01240	Pame_04165.t1
K00699	ko01240	Pame_04166.t1
K00699	ko01240	Pame_04167.t2
K00699	ko01240	Pame_04168.t1
K00699	ko01240	Pame_04169.t1
K00699	ko01240	Pame_04203.t1
K00699	ko01240	Pame_04204.t1
K00699	ko01240	Pame_04277.t1
K00699	ko01240	Pame_04730.t1
K00699	ko01240	Pame_05725.t1
K00699	ko01240	Pame_05726.t1
K00699	ko01240	Pame_05728.t1
K00699	ko01240	Pame_05789.t1
K00699	ko01240	Pame_05860.t1
K00699	ko01240	Pame_05861.t1
K00699	ko01240	Pame_05862.t1
K00699	ko01240	Pame_05863.t1
K00699	ko01240	Pame_05864.t1
K00699	ko01240	Pame_05865.t1
K00699	ko01240	Pame_06872.t1
K00699	ko01240	Pame_07082.t1
K00699	ko01240	Pame_07083.t1
K00699	ko01240	Pame_07084.t1
K00699	ko01240	Pame_07085.t1
K00699	ko01240	Pame_07086.t1
K00699	ko01240	Pame_07087.t1
K00699	ko01240	Pame_07088.t1
K00699	ko01240	Pame_07089.t1
K00699	ko01240	Pame_07090.t1
K00699	ko01240	Pame_07091.t1
K00699	ko01240	Pame_07092.t1
K00699	ko01240	Pame_07093.t1
K00699	ko01240	Pame_07169.t1
K00699	ko01240	Pame_07305.t1
K00699	ko01240	Pame_07783.t1
K00699	ko01240	Pame_07784.t1
K00699	ko01240	Pame_08669.t2
K00699	ko01240	Pame_08670.t2
K00699	ko01240	Pame_09132.t1
K00699	ko01240	Pame_09154.t1
K00699	ko01240	Pame_10251.t1
K00699	ko01240	Pame_11321.t1
K00699	ko01240	Pame_11324.t1
K00699	ko01240	Pame_11327.t1
K00699	ko01240	Pame_11332.t1
K00699	ko01240	Pame_11333.t1
K00699	ko01240	Pame_11334.t1
K00699	ko01240	Pame_11335.t1
K00699	ko01240	Pame_11336.t1
K00699	ko01240	Pame_11337.t1
K00699	ko01240	Pame_11349.t1
K00699	ko01240	Pame_11350.t1
K00699	ko01240	Pame_11351.t1
K00699	ko01240	Pame_12174.t1
K00699	ko01240	Pame_15457.t1
K00699	ko01240	Pame_17057.t2
K00699	ko01240	Pame_17492.t1
K00699	ko01240	Pame_17493.t1
K00699	ko01240	Pame_17494.t2
K00699	ko01240	Pame_17495.t1
K00699	ko01240	Pame_17496.t2
K00699	ko01240	Pame_19547.t1
K00699	ko01240	Pame_20817.t1
K00699	ko01240	Pame_20873.t1
K00699	ko01240	Pame_20874.t1
K00699	ko01240	Pame_20875.t1
K00699	ko01240	Pame_20961.t1
K00699	ko01240	Pame_20962.t1
K00699	ko01240	Pame_20963.t1
K00699	ko01240	Pame_20965.t1
K00699	ko01240	Pame_20966.t1
K00699	ko01240	Pame_20967.t1
K00699	ko01240	Pame_20968.t1
K00699	ko01240	Pame_20970.t1
K00699	ko01240	Pame_20971.t1
K00699	ko01240	Pame_20972.t1
K00699	ko01240	Pame_21326.t1
K00699	ko01240	Pame_21327.t1
K00699	ko01240	Pame_21328.t1
K00699	ko01240	Pame_21329.t1
K00699	ko00040	Pame_00037.t1
K00699	ko00040	Pame_00278.t1
K00699	ko00040	Pame_04042.t1
K00699	ko00040	Pame_04150.t1
K00699	ko00040	Pame_04151.t1
K00699	ko00040	Pame_04152.t1
K00699	ko00040	Pame_04153.t1
K00699	ko00040	Pame_04154.t1
K00699	ko00040	Pame_04155.t1
K00699	ko00040	Pame_04156.t1
K00699	ko00040	Pame_04157.t1
K00699	ko00040	Pame_04158.t1
K00699	ko00040	Pame_04159.t1
K00699	ko00040	Pame_04160.t1
K00699	ko00040	Pame_04161.t1
K00699	ko00040	Pame_04162.t1
K00699	ko00040	Pame_04163.t1
K00699	ko00040	Pame_04164.t1
K00699	ko00040	Pame_04165.t1
K00699	ko00040	Pame_04166.t1
K00699	ko00040	Pame_04167.t2
K00699	ko00040	Pame_04168.t1
K00699	ko00040	Pame_04169.t1
K00699	ko00040	Pame_04203.t1
K00699	ko00040	Pame_04204.t1
K00699	ko00040	Pame_04277.t1
K00699	ko00040	Pame_04730.t1
K00699	ko00040	Pame_05725.t1
K00699	ko00040	Pame_05726.t1
K00699	ko00040	Pame_05728.t1
K00699	ko00040	Pame_05789.t1
K00699	ko00040	Pame_05860.t1
K00699	ko00040	Pame_05861.t1
K00699	ko00040	Pame_05862.t1
K00699	ko00040	Pame_05863.t1
K00699	ko00040	Pame_05864.t1
K00699	ko00040	Pame_05865.t1
K00699	ko00040	Pame_06872.t1
K00699	ko00040	Pame_07082.t1
