protein	KO	pathway
OG0007718	K09048	ko04926
OG0007718	K09048	ko04927
OG0007718	K09048	ko04928
OG0007718	K09048	ko04931
OG0007718	K09048	ko04934
OG0007718	K09048	ko04935
OG0007718	K09048	ko04962
OG0007718	K09048	ko05016
OG0007718	K09048	ko05020
OG0007718	K09048	ko05030
OG0007718	K09048	ko05031
OG0007718	K09048	ko05034
OG0007718	K09048	ko05161
OG0007718	K09048	ko05163
OG0007718	K09048	ko05165
OG0007718	K09048	ko05166
OG0007718	K09048	ko05203
OG0007718	K09048	ko05207
OG0007718	K09048	ko05215
OG0007720	K00503	ko00350
OG0007720	K00503	ko01100
OG0007721	K02599	ko01522
OG0007721	K02599	ko04320
OG0007721	K02599	ko04330
OG0007721	K02599	ko04361
OG0007721	K02599	ko04658
OG0007721	K02599	ko04919
OG0007721	K02599	ko05020
OG0007721	K02599	ko05165
OG0007721	K02599	ko05200
OG0007721	K02599	ko05206
OG0007721	K02599	ko05224
OG0007723	K11485	ko03083
OG0007725	K00939	ko00230
OG0007725	K00939	ko00730
OG0007725	K00939	ko01100
OG0007725	K00939	ko01110
OG0007725	K00939	ko01232
OG0007725	K00939	ko01240
OG0007726	K14686	ko01524
OG0007726	K14686	ko04978
OG0007730	K00166	ko00280
OG0007730	K00166	ko00640
OG0007730	K00166	ko00785
OG0007730	K00166	ko01100
OG0007730	K00166	ko01110
OG0007730	K00166	ko01210
OG0007733	K02977	ko03010
OG0007733	K02977	ko04120
OG0007733	K02977	ko04137
OG0007733	K02977	ko04140
OG0007733	K02977	ko05012
OG0007733	K02977	ko05022
OG0007733	K02977	ko05131
OG0007733	K02977	ko05167
OG0007733	K02977	ko05171
OG0007734	K02367	ko00534
OG0007734	K02367	ko01100
OG0007735	K04378	ko04010
OG0007735	K04378	ko04022
OG0007735	K04378	ko05166
OG0007735	K04378	ko05203
OG0007736	K04129	ko04020
OG0007736	K04129	ko04024
OG0007736	K04129	ko04080
OG0007736	K04129	ko04151
OG0007736	K04129	ko04725
OG0007736	K04129	ko04810
OG0007736	K04129	ko05010
OG0007736	K04129	ko05022
OG0007737	K04129	ko04020
OG0007737	K04129	ko04024
OG0007737	K04129	ko04080
OG0007737	K04129	ko04151
OG0007737	K04129	ko04725
OG0007737	K04129	ko04810
OG0007737	K04129	ko05010
OG0007737	K04129	ko05022
OG0007741	K12862	ko03040
OG0007744	K00254	ko00240
OG0007744	K00254	ko01100
OG0007744	K00254	ko01240
OG0007746	K04510	ko04310
OG0007749	K22369	ko05207
OG0007749	K22369	ko05208
OG0007753	K02872	ko03010
OG0007753	K02872	ko05171
OG0007755	K07765	ko04141
OG0007759	K01578	ko00410
OG0007759	K01578	ko00640
OG0007759	K01578	ko01100
OG0007759	K01578	ko04146
OG0007759	K01578	ko04152
OG0007759	K01578	ko04936
OG0007762	K04603	ko04020
OG0007762	K04603	ko04068
OG0007762	K04603	ko04072
OG0007762	K04603	ko04080
OG0007762	K04603	ko04540
OG0007762	K04603	ko04720
OG0007762	K04603	ko04723
OG0007762	K04603	ko04724
OG0007762	K04603	ko04730
OG0007762	K04603	ko04742
OG0007762	K04603	ko04915
OG0007762	K04603	ko05017
OG0007762	K04603	ko05022
OG0007763	K02983	ko03010
OG0007763	K02983	ko05171
OG0007764	K19177	ko00900
OG0007764	K19177	ko01110
OG0007770	K03126	ko03022
OG0007771	K02953	ko03010
OG0007771	K02953	ko05171
OG0007773	K01379	ko04071
OG0007773	K01379	ko04140
OG0007773	K01379	ko04142
OG0007773	K01379	ko04210
OG0007773	K01379	ko04915
OG0007773	K01379	ko05152
OG0007773	K01379	ko05415
OG0007777	K10099	ko04120
OG0007777	K10099	ko04141
OG0007779	K20669	ko04624
OG0007780	K14530	ko03008
OG0007788	K14308	ko03013
OG0007788	K14308	ko05014
OG0007790	K13370	ko00061
OG0007790	K13370	ko00140
OG0007790	K13370	ko01100
OG0007790	K13370	ko01212
OG0007790	K00059	ko00061
OG0007790	K00059	ko00333
OG0007790	K00059	ko00780
OG0007790	K00059	ko01100
OG0007790	K00059	ko01110
OG0007790	K00059	ko01212
OG0007790	K00059	ko01240
OG0007796	K09355	ko04148
OG0007796	K09355	ko04927
OG0007796	K09355	ko04934
OG0007796	K09355	ko05202
OG0007797	K10742	ko03030
OG0007798	K12401	ko04142
OG0007801	K08339	ko04136
OG0007801	K08339	ko04138
OG0007801	K08339	ko04140
OG0007801	K08339	ko04211
OG0007801	K08339	ko04213
OG0007801	K08339	ko04216
OG0007801	K08339	ko04621
OG0007801	K08339	ko04622
OG0007801	K08339	ko05131
OG0007803	K01587	ko00230
OG0007803	K01587	ko01100
OG0007803	K01587	ko01110
OG0007803	K01923	ko00230
OG0007803	K01923	ko01100
OG0007803	K01923	ko01110
OG0007804	K00764	ko00230
OG0007804	K00764	ko00250
OG0007804	K00764	ko01100
OG0007804	K00764	ko01110
OG0007807	K04834	ko04742
OG0007810	K01893	ko00970
OG0007814	K12850	ko03040
OG0007817	K08836	ko04114
OG0007820	K06816	ko04514
OG0007821	K20183	ko04138
OG0007821	K20183	ko04140
OG0007821	K20183	ko04148
OG0007821	K20183	ko05132
OG0007824	K02153	ko00190
OG0007824	K02153	ko01100
OG0007824	K02153	ko04145
OG0007824	K02153	ko04721
OG0007824	K02153	ko04966
OG0007824	K02153	ko05110
OG0007824	K02153	ko05120
OG0007824	K02153	ko05165
OG0007824	K02153	ko05323
OG0007825	K14309	ko03013
OG0007825	K14309	ko05014
OG0007827	K01106	ko00562
OG0007827	K01106	ko01100
OG0007827	K01106	ko04070
OG0007827	K01106	ko04910
OG0007832	K05699	ko04510
OG0007832	K05699	ko04520
OG0007832	K05699	ko04530
OG0007832	K05699	ko04670
OG0007832	K05699	ko04810
OG0007832	K05699	ko05131
OG0007832	K05699	ko05146
OG0007832	K05699	ko05203
OG0007832	K05699	ko05322
OG0007835	K00587	ko00900
OG0007835	K00587	ko01110
OG0007836	K01958	ko00020
OG0007836	K01958	ko00620
OG0007836	K01958	ko00720
OG0007836	K01958	ko01100
OG0007836	K01958	ko01120
OG0007836	K01958	ko01200
OG0007836	K01958	ko01230
OG0007840	K10870	ko03440
OG0007840	K10870	ko03460
OG0007842	K00474	ko00310
OG0007842	K00474	ko01100
OG0007843	K12307	ko04142
OG0007844	K17095	ko05014
OG0007846	K08187	ko04081
OG0007846	K08187	ko04919
OG0007846	K08187	ko04974
OG0007851	K21032	ko00515
OG0007851	K21032	ko01100
OG0007854	K24155	ko04142
OG0007856	K02962	ko03010
OG0007856	K02962	ko05171
OG0007861	K13509	ko00561
OG0007861	K13509	ko00564
OG0007861	K13509	ko01100
OG0007861	K13509	ko01110
OG0007861	K13509	ko04072
OG0007861	K13509	ko04975
OG0007861	K00655	ko00561
OG0007861	K00655	ko00564
OG0007861	K00655	ko01100
OG0007861	K00655	ko01110
OG0007867	K03960	ko00190
OG0007867	K03960	ko01100
OG0007867	K03960	ko04714
OG0007867	K03960	ko04723
OG0007867	K03960	ko04932
OG0007867	K03960	ko05010
OG0007867	K03960	ko05012
OG0007867	K03960	ko05014
OG0007867	K03960	ko05016
OG0007867	K03960	ko05020
OG0007867	K03960	ko05022
OG0007867	K03960	ko05208
OG0007867	K03960	ko05415
OG0007868	K01053	ko00030
OG0007868	K01053	ko00053
OG0007868	K01053	ko00930
OG0007868	K01053	ko01100
OG0007868	K01053	ko01110
OG0007868	K01053	ko01120
OG0007868	K01053	ko01200
OG0007868	K01053	ko01220
OG0007868	K01053	ko01240
OG0007870	K01365	ko04140
OG0007870	K01365	ko04142
OG0007870	K01365	ko04145
OG0007870	K01365	ko04210
OG0007870	K01365	ko04612
OG0007870	K01365	ko05205
OG0007870	K01365	ko05323
OG0007870	K01365	ko05418
OG0007872	K13963	ko05146
OG0007875	K08202	ko05231
OG0007876	K08202	ko05231
OG0007878	K02990	ko03010
OG0007880	K00626	ko00071
OG0007880	K00626	ko00280
OG0007880	K00626	ko00310
OG0007880	K00626	ko00362
OG0007880	K00626	ko00380
OG0007880	K00626	ko00620
OG0007880	K00626	ko00630
OG0007880	K00626	ko00650
OG0007880	K00626	ko00720
OG0007880	K00626	ko00900
OG0007880	K00626	ko01100
OG0007880	K00626	ko01110
OG0007880	K00626	ko01120
OG0007880	K00626	ko01200
OG0007880	K00626	ko01212
OG0007880	K00626	ko02020
OG0007880	K00626	ko04975
OG0007885	K00522	ko00860
OG0007885	K00522	ko04216
OG0007885	K00522	ko04217
OG0007885	K00522	ko04978
OG0007889	K12820	ko03040
OG0007891	K03341	ko00450
OG0007891	K03341	ko00970
OG0007891	K03341	ko01100
OG0007895	K10743	ko03030
OG0007896	K02898	ko03010
OG0007896	K02898	ko05171
OG0007905	K00387	ko00920
OG0007905	K00387	ko01100
OG0007905	K00387	ko01120
OG0007910	K08866	ko04110
OG0007910	K08866	ko04111
OG0007913	K06114	ko04210
OG0007913	K06114	ko04820
OG0007914	K05730	ko04015
OG0007914	K05730	ko04024
OG0007914	K05730	ko04062
OG0007914	K05730	ko04510
OG0007914	K05730	ko04650
OG0007914	K05730	ko04660
OG0007914	K05730	ko04662
OG0007914	K05730	ko04664
OG0007914	K05730	ko04666
OG0007914	K05730	ko04670
OG0007914	K05730	ko04810
OG0007914	K05730	ko05135
OG0007914	K05730	ko05205
OG0007914	K05730	ko05417
OG0007917	K13113	ko04212
OG0007918	K01930	ko00790
OG0007918	K01930	ko01100
OG0007918	K01930	ko01240
OG0007918	K01930	ko01523
OG0007918	K01930	ko04981
OG0007919	K14676	ko00564
OG0007920	K11426	ko00310
OG0007920	K11426	ko01100
OG0007921	K10683	ko03440
OG0007922	K14297	ko03013
OG0007922	K14297	ko05014
OG0007922	K14297	ko05164
OG0007923	K10146	ko04068
OG0007923	K10146	ko04115
OG0007927	K04373	ko04010
OG0007927	K04373	ko04114
OG0007927	K04373	ko04150
OG0007927	K04373	ko04714
OG0007927	K04373	ko04720
OG0007927	K04373	ko04722
OG0007927	K04373	ko04914
OG0007927	K04373	ko04931
OG0007927	K04373	ko05135
OG0007927	K04373	ko05207
OG0007929	K08202	ko05231
OG0007934	K10402	ko04814
OG0007935	K02310	ko04210
OG0007936	K00019	ko00650
OG0007936	K00019	ko01100
OG0007939	K11267	ko04110
OG0007941	K12196	ko03250
OG0007941	K12196	ko03272
OG0007941	K12196	ko04144
OG0007941	K12196	ko04217
OG0007942	K06096	ko04979
OG0007943	K04532	ko05010
OG0007944	K00799	ko00480
OG0007944	K00799	ko00980
OG0007944	K00799	ko00982
OG0007944	K00799	ko00983
OG0007944	K00799	ko01100
OG0007944	K00799	ko01524
OG0007944	K00799	ko04212
OG0007944	K00799	ko05200
OG0007944	K00799	ko05204
OG0007944	K00799	ko05207
OG0007944	K00799	ko05208
OG0007944	K00799	ko05225
OG0007944	K00799	ko05418
OG0007946	K14560	ko03008
OG0007954	K08491	ko04130
OG0007954	K08491	ko04140
OG0007955	K01895	ko00010
OG0007955	K01895	ko00620
OG0007955	K01895	ko00630
OG0007955	K01895	ko00640
OG0007955	K01895	ko00680
OG0007955	K01895	ko00720
OG0007955	K01895	ko01100
OG0007955	K01895	ko01110
OG0007955	K01895	ko01120
OG0007955	K01895	ko01200
OG0007956	K02437	ko00260
OG0007956	K02437	ko00630
OG0007956	K02437	ko00670
OG0007956	K02437	ko00785
OG0007956	K02437	ko01100
OG0007956	K02437	ko01110
OG0007956	K02437	ko01200
OG0007961	K20694	ko04624
OG0007965	K08376	ko04080
OG0007968	K21108	ko04024
OG0007968	K21108	ko04261
OG0007968	K21108	ko04530
OG0007973	K12837	ko03040
OG0007974	K02935	ko03010
OG0007975	K02084	ko01524
OG0007975	K02084	ko04115
OG0007975	K02084	ko04210
OG0007975	K02084	ko04214
OG0007975	K02084	ko04215
OG0007975	K02084	ko05010
OG0007975	K02084	ko05012
OG0007975	K02084	ko05014
OG0007975	K02084	ko05016
OG0007975	K02084	ko05020
OG0007975	K02084	ko05022
OG0007975	K02084	ko05134
OG0007975	K02084	ko05152
OG0007975	K02084	ko05160
OG0007975	K02084	ko05161
OG0007975	K02084	ko05162
OG0007975	K02084	ko05164
OG0007975	K02084	ko05168
OG0007975	K02084	ko05169
OG0007975	K02084	ko05200
OG0007975	K02084	ko05222
OG0007975	K02084	ko05417
OG0007976	K04432	ko04010
OG0007976	K04432	ko04013
OG0007976	K04432	ko04015
OG0007976	K04432	ko04218
OG0007976	K04432	ko04620
OG0007976	K04432	ko04624
OG0007976	K04432	ko04664
OG0007976	K04432	ko04668
OG0007976	K04432	ko04714
OG0007976	K04432	ko04750
OG0007976	K04432	ko04912
OG0007976	K04432	ko04935
OG0007976	K04432	ko04936
OG0007976	K04432	ko05014
OG0007976	K04432	ko05022
OG0007976	K04432	ko05132
OG0007976	K04432	ko05135
OG0007976	K04432	ko05145
OG0007976	K04432	ko05161
OG0007976	K04432	ko05169
OG0007976	K04432	ko05170
OG0007976	K04432	ko05235
OG0007976	K04432	ko05417
OG0007977	K00901	ko00561
OG0007977	K00901	ko00564
OG0007977	K00901	ko01100
OG0007977	K00901	ko01110
OG0007977	K00901	ko04070
OG0007977	K00901	ko04072
OG0007977	K00901	ko04361
OG0007977	K00901	ko05231
OG0007978	K03239	ko05168
OG0007979	K02607	ko04110
OG0007979	K02607	ko04111
OG0007979	K02607	ko04113
OG0007981	K02923	ko03010
OG0007981	K02923	ko05171
OG0007985	K12471	ko04144
OG0007987	K08028	ko04950
OG0007992	K12197	ko03272
OG0007992	K12197	ko04144
OG0007992	K12197	ko04217
OG0007993	K17987	ko04137
OG0007993	K17987	ko04140
OG0007994	K10408	ko04814
OG0007994	K10408	ko05014
OG0007994	K10408	ko05016
OG0007994	K10408	ko05022
OG0007996	K02516	ko04011
OG0007996	K02516	ko04111
OG0007997	K24722	ko04814
OG0007999	K12884	ko03040
OG0008000	K14571	ko03008
OG0008001	K18584	ko04138
OG0008001	K18584	ko04144
OG0008001	K18584	ko04530
OG0008001	K18584	ko04666
OG0008001	K18584	ko04810
OG0008001	K18584	ko05100
OG0008001	K18584	ko05130
OG0008001	K18584	ko05131
OG0008001	K18584	ko05132
OG0008001	K18584	ko05135
OG0008003	K01092	ko00521
OG0008003	K01092	ko00562
OG0008003	K01092	ko01100
OG0008003	K01092	ko01110
OG0008003	K01092	ko04070
OG0008008	K06724	ko04360
OG0008008	K06724	ko05166
OG0008008	K06724	ko05171
OG0008010	K04649	ko04120
OG0008011	K00948	ko00030
OG0008011	K00948	ko00230
OG0008011	K00948	ko01100
OG0008011	K00948	ko01110
OG0008011	K00948	ko01120
OG0008011	K00948	ko01200
OG0008011	K00948	ko01230
OG0008013	K12733	ko03040
OG0008016	K15292	ko04721
OG0008017	K01940	ko00220
OG0008017	K01940	ko00250
OG0008017	K01940	ko01100
OG0008017	K01940	ko01110
OG0008017	K01940	ko01230
OG0008017	K01940	ko05418
OG0008019	K02932	ko03010
OG0008019	K02932	ko05171
OG0008022	K01158	ko04142
OG0008022	K01158	ko04623
OG0008023	K04849	ko04010
OG0008023	K04849	ko04020
OG0008023	K04849	ko04721
OG0008023	K04849	ko04723
OG0008023	K04849	ko04725
OG0008023	K04849	ko04726
OG0008023	K04849	ko04727
OG0008023	K04849	ko04728
OG0008023	K04849	ko04930
OG0008023	K04849	ko05016
OG0008023	K04849	ko05020
OG0008023	K04849	ko05022
OG0008023	K04849	ko05032
OG0008023	K04849	ko05033
OG0008023	K04849	ko05207
OG0008024	K04849	ko04010
OG0008024	K04849	ko04020
OG0008024	K04849	ko04721
OG0008024	K04849	ko04723
OG0008024	K04849	ko04725
OG0008024	K04849	ko04726
OG0008024	K04849	ko04727
OG0008024	K04849	ko04728
OG0008024	K04849	ko04930
OG0008024	K04849	ko05016
OG0008024	K04849	ko05020
OG0008024	K04849	ko05022
OG0008024	K04849	ko05032
OG0008024	K04849	ko05033
OG0008024	K04849	ko05207
OG0008025	K09049	ko04022
OG0008025	K09049	ko04141
OG0008025	K09049	ko04151
OG0008025	K09049	ko04211
OG0008025	K09049	ko04261
OG0008025	K09049	ko04668
OG0008025	K09049	ko04728
OG0008025	K09049	ko04911
OG0008025	K09049	ko04915
OG0008025	K09049	ko04918
OG0008025	K09049	ko04925
OG0008025	K09049	ko04926
OG0008025	K09049	ko04927
OG0008025	K09049	ko04928
OG0008025	K09049	ko04934
OG0008025	K09049	ko04935
OG0008025	K09049	ko05020
OG0008025	K09049	ko05030
OG0008025	K09049	ko05031
OG0008025	K09049	ko05034
OG0008025	K09049	ko05161
OG0008025	K09049	ko05163
OG0008025	K09049	ko05166
OG0008025	K09049	ko05203
OG0008025	K09049	ko05207
OG0008026	K04507	ko04310
OG0008027	K12624	ko03018
OG0008027	K12624	ko03040
OG0008028	K04367	ko04114
OG0008028	K04367	ko04810
OG0008028	K04367	ko04914
OG0008029	K13855	ko04970
OG0008029	K13855	ko04971
OG0008029	K13855	ko04972
OG0008029	K13855	ko04976
OG0008031	K19363	ko04142
OG0008032	K19363	ko04142
OG0008033	K18674	ko00520
OG0008033	K18674	ko01100
OG0008033	K18674	ko01250
OG0008036	K19363	ko04142
OG0008039	K21310	ko00920
OG0008039	K21310	ko01100
OG0008042	K02326	ko03030
OG0008042	K02326	ko03082
OG0008042	K02326	ko03410
OG0008042	K02326	ko03420
OG0008043	K06619	ko04012
OG0008043	K06619	ko04014
OG0008043	K06619	ko04110
OG0008043	K06619	ko04360
OG0008043	K06619	ko04722
OG0008043	K06619	ko05130
OG0008043	K06619	ko05200
OG0008043	K06619	ko05206
OG0008043	K06619	ko05208
OG0008043	K06619	ko05220
OG0008043	K06619	ko05416
OG0008045	K10086	ko04141
OG0008046	K06560	ko04145
OG0008046	K06560	ko05152
OG0008050	K06071	ko04151
OG0008050	K06071	ko04621
OG0008050	K06071	ko05132
OG0008050	K06071	ko05135
OG0008052	K07127	ko00230
OG0008052	K07127	ko01100
OG0008052	K07127	ko01120
OG0008053	K10790	ko04623
OG0008055	K11093	ko03040
OG0008056	K15979	ko05203
OG0008057	K20405	ko04150
OG0008058	K01598	ko00770
OG0008058	K01598	ko01100
OG0008058	K01598	ko01240
OG0008063	K10596	ko04120
OG0008064	K16794	ko00565
OG0008064	K16794	ko01100
OG0008068	K12383	ko00600
OG0008068	K12383	ko04142
OG0008071	K03129	ko03022
OG0008071	K03129	ko05016
OG0008076	K07808	ko00534
OG0008077	K14304	ko03013
OG0008077	K14304	ko05014
OG0008078	K01148	ko03018
OG0008088	K08852	ko04140
OG0008088	K08852	ko04141
OG0008088	K08852	ko04210
OG0008088	K08852	ko04932
OG0008088	K08852	ko05010
OG0008088	K08852	ko05012
OG0008088	K08852	ko05014
OG0008088	K08852	ko05016
OG0008088	K08852	ko05017
OG0008088	K08852	ko05022
OG0008088	K08852	ko05417
OG0008089	K00857	ko00240
OG0008089	K00857	ko00983
OG0008089	K00857	ko01100
OG0008089	K00857	ko01232
OG0008091	K12301	ko04142
OG0008092	K20638	ko04530
OG0008094	K11417	ko00760
OG0008094	K11417	ko01100
OG0008098	K14555	ko03008
OG0008100	K03240	ko05168
OG0008106	K01904	ko00130
OG0008106	K01904	ko00940
OG0008106	K01904	ko01100
OG0008106	K01904	ko01110
OG0008107	K01904	ko00130
OG0008107	K01904	ko00940
OG0008107	K01904	ko01100
OG0008107	K01904	ko01110
OG0008110	K04354	ko03015
OG0008110	K04354	ko04071
OG0008110	K04354	ko04111
OG0008110	K04354	ko04151
OG0008110	K04354	ko04152
OG0008110	K04354	ko04261
OG0008110	K04354	ko04390
OG0008110	K04354	ko04391
OG0008110	K04354	ko04530
OG0008110	K04354	ko04660
OG0008110	K04354	ko04728
OG0008110	K04354	ko05142
OG0008110	K04354	ko05160
OG0008110	K04354	ko05165
OG0008117	K12386	ko04142
OG0008118	K06267	ko04512
OG0008120	K19478	ko00510
OG0008120	K19478	ko00513
OG0008120	K19478	ko04141
OG0008121	K12345	ko00140
OG0008121	K12345	ko00510
OG0008121	K12345	ko01100
OG0008124	K14709	ko05010
OG0008124	K14709	ko05012
OG0008125	K04523	ko04141
OG0008125	K04523	ko05014
OG0008127	K11415	ko00760
OG0008127	K11415	ko01100
OG0008127	K12410	ko00760
OG0008127	K12410	ko01100
OG0008128	K18164	ko04714
OG0008129	K00236	ko00020
OG0008129	K00236	ko00190
OG0008129	K00236	ko01100
OG0008129	K00236	ko01110
OG0008129	K00236	ko01120
OG0008129	K00236	ko01200
OG0008129	K00236	ko04714
OG0008129	K00236	ko04932
OG0008129	K00236	ko05010
OG0008129	K00236	ko05012
OG0008129	K00236	ko05014
OG0008129	K00236	ko05016
OG0008129	K00236	ko05020
OG0008129	K00236	ko05022
OG0008129	K00236	ko05208
OG0008129	K00236	ko05415
OG0008130	K09186	ko00310
OG0008130	K09186	ko01100
OG0008130	K09186	ko04934
OG0008130	K09186	ko05202
OG0008132	K21987	ko03020
OG0008132	K21987	ko03420
OG0008134	K02183	ko04014
OG0008134	K02183	ko04015
OG0008134	K02183	ko04016
OG0008134	K02183	ko04020
OG0008134	K02183	ko04022
OG0008134	K02183	ko04024
OG0008134	K02183	ko04070
OG0008134	K02183	ko04075
OG0008134	K02183	ko04114
OG0008134	K02183	ko04218
OG0008134	K02183	ko04261
OG0008134	K02183	ko04270
OG0008134	K02183	ko04371
OG0008134	K02183	ko04625
OG0008134	K02183	ko04626
OG0008134	K02183	ko04713
OG0008134	K02183	ko04720
OG0008134	K02183	ko04722
OG0008134	K02183	ko04728
OG0008134	K02183	ko04740
OG0008134	K02183	ko04744
OG0008134	K02183	ko04745
OG0008134	K02183	ko04750
OG0008134	K02183	ko04910
OG0008134	K02183	ko04912
OG0008134	K02183	ko04915
OG0008134	K02183	ko04916
OG0008134	K02183	ko04921
OG0008134	K02183	ko04922
OG0008134	K02183	ko04924
OG0008134	K02183	ko04925
OG0008134	K02183	ko04970
OG0008134	K02183	ko04971
OG0008134	K02183	ko05010
OG0008134	K02183	ko05012
OG0008134	K02183	ko05022
OG0008134	K02183	ko05031
OG0008134	K02183	ko05034
OG0008134	K02183	ko05133
OG0008134	K02183	ko05152
OG0008134	K02183	ko05163
OG0008134	K02183	ko05167
OG0008134	K02183	ko05170
OG0008134	K02183	ko05200
OG0008134	K02183	ko05214
OG0008134	K02183	ko05417
OG0008134	K02183	ko05418
OG0008134	K13448	ko04626
OG0008136	K08202	ko05231
OG0008139	K00222	ko00100
OG0008139	K00222	ko01100
OG0008139	K00222	ko01110
OG0008143	K00729	ko00510
OG0008143	K00729	ko01100
OG0008152	K03016	ko03020
OG0008152	K03016	ko03420
OG0008152	K03016	ko04623
OG0008152	K03016	ko05016
OG0008153	K19269	ko00630
OG0008153	K19269	ko01100
OG0008153	K19269	ko01110
OG0008153	K19269	ko01200
OG0008154	K19269	ko00630
OG0008154	K19269	ko01100
OG0008154	K19269	ko01110
OG0008154	K19269	ko01200
OG0008155	K10756	ko03030
OG0008155	K10756	ko03410
OG0008155	K10756	ko03420
OG0008155	K10756	ko03430
OG0008156	K07432	ko00510
OG0008156	K07432	ko00513
OG0008156	K07432	ko01100
OG0008157	K05764	ko04810
OG0008158	K01883	ko00970
OG0008160	K08202	ko05231
OG0008161	K08202	ko05231
OG0008162	K08202	ko05231
OG0008164	K17901	ko04919
OG0008164	K17901	ko04921
OG0008164	K17901	ko05167
OG0008165	K12585	ko03018
OG0008167	K04306	ko04080
OG0008167	K04306	ko04926
OG0008170	K01908	ko00640
OG0008170	K01908	ko01100
OG0008172	K12833	ko03040
OG0008173	K19774	ko04212
OG0008180	K03141	ko03022
OG0008180	K03141	ko03420
OG0008180	K03141	ko05203
OG0008181	K12383	ko00600
OG0008181	K12383	ko04142
OG0008185	K14317	ko03013
OG0008185	K14317	ko05014
OG0008186	K17095	ko05014
OG0008190	K02214	ko04110
OG0008190	K02214	ko04111
OG0008190	K02214	ko04113
OG0008193	K10612	ko04120
OG0008193	K10612	ko05170
OG0008196	K00863	ko00051
OG0008196	K00863	ko00561
OG0008196	K00863	ko00680
OG0008196	K00863	ko01100
OG0008196	K00863	ko01120
OG0008196	K00863	ko01200
OG0008196	K00863	ko04622
OG0008197	K06013	ko00900
OG0008197	K06013	ko01110
OG0008199	K11461	ko03083
OG0008207	K05181	ko04080
OG0008207	K05181	ko04723
OG0008207	K05181	ko04726
OG0008207	K05181	ko04727
OG0008207	K05181	ko05032
OG0008207	K05181	ko05033
OG0008208	K05175	ko04080
OG0008208	K05175	ko04723
OG0008208	K05175	ko04727
OG0008208	K05175	ko04742
OG0008208	K05175	ko05032
OG0008208	K05175	ko05033
OG0008209	K08049	ko00230
OG0008209	K08049	ko01100
OG0008209	K08049	ko01522
OG0008209	K08049	ko04015
OG0008209	K08049	ko04020
OG0008209	K08049	ko04022
OG0008209	K08049	ko04024
OG0008209	K08049	ko04062
OG0008209	K08049	ko04072
OG0008209	K08049	ko04081
OG0008209	K08049	ko04114
OG0008209	K08049	ko04211
OG0008209	K08049	ko04213
OG0008209	K08049	ko04261
OG0008209	K08049	ko04270
OG0008209	K08049	ko04361
OG0008209	K08049	ko04371
OG0008209	K08049	ko04540
OG0008209	K08049	ko04611
OG0008209	K08049	ko04713
OG0008209	K08049	ko04714
OG0008209	K08049	ko04723
OG0008209	K08049	ko04724
OG0008209	K08049	ko04725
OG0008209	K08049	ko04727
OG0008209	K08049	ko04750
OG0008209	K08049	ko04911
OG0008209	K08049	ko04912
OG0008209	K08049	ko04913
OG0008209	K08049	ko04914
OG0008209	K08049	ko04915
OG0008209	K08049	ko04916
OG0008209	K08049	ko04918
OG0008209	K08049	ko04921
OG0008209	K08049	ko04923
OG0008209	K08049	ko04925
OG0008209	K08049	ko04926
OG0008209	K08049	ko04927
OG0008209	K08049	ko04928
OG0008209	K08049	ko04934
OG0008209	K08049	ko04935
OG0008209	K08049	ko04961
OG0008209	K08049	ko04962
OG0008209	K08049	ko04970
OG0008209	K08049	ko04971
