gene	KO
Pame_13180.t1	K00477
Pame_13182.t1	K10270
Pame_13183.t1	K13251
Pame_13185.t1	K08576
Pame_13186.t1	K12160
Pame_13187.t1	K11978
Pame_13190.t1	K11978
Pame_13197.t1	K06482
Pame_13198.t1	K06482
Pame_13199.t1	K09403
Pame_13201.t1	K08864
Pame_13202.t1	K08864
Pame_13203.t1	K00731
Pame_13204.t1	K11169
Pame_13205.t1	K11169
Pame_13206.t1	K11169
Pame_13207.t1	K01312
Pame_13208.t1	K01312
Pame_13209.t1	K01312
Pame_13210.t1	K01312
Pame_13211.t1	K01312
Pame_13214.t1	K08804
Pame_13216.t1	K13963
Pame_13217.t1	K13963
Pame_13218.t1	K05313
Pame_13219.t1	K13963
Pame_13220.t1	K13963
Pame_13221.t1	K13963
Pame_13222.t1	K13963
Pame_13223.t1	K13963
Pame_13224.t1	K13963
Pame_13225.t2	K13963
Pame_13226.t1	K08804
Pame_13230.t1	K00026
Pame_13231.t1	K23222
Pame_13233.t1	K06698
Pame_13234.t1	K16753
Pame_13238.t1	K01446
Pame_13239.t1	K01446
Pame_13240.t1	K15451
Pame_13241.t1	K09090
Pame_13245.t1	K09090
Pame_13247.t1	K12272
Pame_13248.t1	K06867
Pame_13251.t1	K05032
Pame_13255.t1	K05398
Pame_13256.t1	K08145
Pame_13258.t1	K00382
Pame_13259.t1	K00382
Pame_13260.t1	K01689
Pame_13261.t1	K01689
Pame_13263.t1	K07525
Pame_13264.t1	K07817
Pame_13264.t1	K20351
Pame_13265.t1	K07817
Pame_13266.t1	K14530
Pame_13269.t1	K14530
Pame_13270.t1	K07817
Pame_13271.t1	K20315
Pame_13273.t1	K21396
Pame_13274.t1	K21396
Pame_13276.t2	K17617
Pame_13277.t1	K13343
Pame_13278.t1	K11826
Pame_13281.t1	K21596
Pame_13282.t1	K21596
Pame_13283.t1	K11997
Pame_13290.t1	K04153
Pame_13292.t1	K06867
Pame_13293.t1	K10325
Pame_13296.t1	K04153
Pame_13297.t1	K04153
Pame_13298.t1	K23739
Pame_13300.t1	K00710
Pame_13301.t1	K00710
Pame_13302.t1	K00710
Pame_13309.t1	K23222
Pame_13335.t1	K18420
Pame_13336.t1	K07831
Pame_13337.t1	K10843
Pame_13340.t1	K22756
Pame_13341.t1	K00599
Pame_13348.t1	K03349
Pame_13349.t1	K19501
Pame_13350.t1	K23643
Pame_13351.t1	K07299
Pame_13352.t1	K09427
Pame_13354.t1	K22764
Pame_13355.t1	K01183
Pame_13357.t1	K08818
Pame_13358.t2	K08818
Pame_13359.t1	K05313
Pame_13361.t1	K09228
Pame_13362.t1	K09228
Pame_13365.t1	K05313
Pame_13366.t1	K05313
Pame_13367.t1	K05313
Pame_13368.t1	K04204
Pame_13371.t1	K04209
Pame_13378.t1	K04984
Pame_13379.t1	K04984
Pame_13381.t1	K05313
Pame_13382.t1	K13963
Pame_13389.t1	K03098
Pame_13390.t1	K03098
Pame_13391.t1	K03098
Pame_13392.t1	K01047
Pame_13393.t1	K01047
Pame_13394.t1	K01047
Pame_13395.t1	K00115
Pame_13396.t1	K19919
Pame_13397.t1	K00011
Pame_13398.t1	K00002
Pame_13399.t1	K00002
Pame_13400.t1	K00002
Pame_13401.t1	K00002
Pame_13402.t1	K00002
Pame_13403.t1	K00002
Pame_13404.t1	K00002
Pame_13405.t1	K00002
Pame_13406.t1	K00002
Pame_13407.t1	K00002
Pame_13408.t1	K00002
Pame_13410.t1	K00002
Pame_13411.t1	K00002
Pame_13412.t1	K00002
Pame_13413.t1	K00002
Pame_13417.t1	K05658
Pame_13418.t1	K23499
Pame_13421.t1	K22747
Pame_13423.t1	K16358
Pame_13430.t1	K04984
Pame_13436.t1	K01077
Pame_13439.t1	K03440
Pame_13440.t1	K03440
Pame_13441.t1	K03440
Pame_13442.t1	K03440
Pame_13443.t1	K03440
Pame_13447.t1	K08831
Pame_13453.t1	K18419
Pame_13454.t1	K11502
Pame_13455.t1	K17425
Pame_13456.t1	K17425
Pame_13457.t1	K13206
Pame_13460.t1	K11124
Pame_13461.t1	K03941
Pame_13461.t1	K00338
Pame_13462.t1	K21248
Pame_13464.t1	K19916
Pame_13465.t1	K19938
Pame_13467.t1	K20173
Pame_13476.t1	K21270
Pame_13477.t1	K21270
Pame_13478.t1	K21270
Pame_13479.t1	K21270
Pame_13480.t1	K21270
Pame_13482.t1	K21270
Pame_13483.t1	K23222
Pame_13484.t1	K23205
Pame_13488.t1	K22210
Pame_13492.t1	K03372
Pame_13498.t1	K23222
Pame_13501.t1	K02183
Pame_13501.t1	K13448
Pame_13507.t1	K01077
Pame_13508.t1	K01077
Pame_13509.t1	K23963
Pame_13512.t1	K23209
Pame_13513.t1	K23957
Pame_13514.t1	K08819
Pame_13515.t1	K20773
Pame_13516.t1	K21843
Pame_13520.t1	K17284
Pame_13521.t1	K03781
Pame_13522.t1	K03781
Pame_13524.t1	K23205
Pame_13525.t1	K03781
Pame_13526.t1	K22984
Pame_13527.t1	K10356
Pame_13529.t1	K26089
Pame_13530.t1	K27803
Pame_13532.t1	K15502
Pame_13534.t1	K13443
Pame_13545.t1	K08520
Pame_13546.t1	K13443
Pame_13547.t1	K01415
Pame_13548.t1	K22984
Pame_13549.t1	K22984
Pame_13551.t1	K23288
Pame_13555.t1	K24734
Pame_13556.t2	K08874
Pame_13557.t4	K08874
Pame_13558.t1	K05626
Pame_13559.t1	K05628
Pame_13561.t1	K09070
Pame_13566.t1	K14429
Pame_13568.t1	K08471
Pame_13578.t1	K15307
Pame_13580.t1	K26539
Pame_13586.t1	K20362
Pame_13588.t1	K16758
Pame_13589.t1	K06867
Pame_13593.t1	K03358
Pame_13602.t1	K14965
Pame_13605.t1	K11790
Pame_13612.t1	K25533
Pame_13619.t1	K11843
Pame_13620.t1	K11843
Pame_13622.t1	K08892
Pame_13625.t1	K08892
Pame_13631.t1	K13963
Pame_13632.t1	K13963
Pame_13634.t1	K17498
Pame_13635.t1	K17498
Pame_13638.t1	K13963
Pame_13639.t1	K13963
Pame_13641.t1	K13963
Pame_13642.t1	K04714
Pame_13647.t1	K10426
Pame_13650.t1	K02955
Pame_13654.t1	K25207
Pame_13656.t1	K19970
Pame_13657.t1	K14286
Pame_13658.t5	K16481
Pame_13660.t1	K16481
Pame_13662.t1	K16481
Pame_13675.t1	K01679
Pame_13679.t2	K00746
Pame_13686.t1	K23489
Pame_13687.t1	K17797
Pame_13688.t1	K10485
Pame_13691.t1	K11308
Pame_13693.t1	K11251
Pame_13694.t1	K07232
Pame_13699.t1	K06051
Pame_13700.t1	K11665
Pame_13701.t1	K11665
Pame_13702.t4	K12893
Pame_13704.t1	K09427
Pame_13706.t1	K04506
Pame_13713.t1	K04506
Pame_13717.t1	K04506
Pame_13718.t1	K04506
Pame_13719.t1	K04506
Pame_13720.t1	K04506
Pame_13721.t1	K04506
Pame_13722.t1	K04506
Pame_13723.t1	K04506
Pame_13728.t1	K04506
Pame_13729.t1	K04506
Pame_13730.t1	K04506
Pame_13731.t1	K04506
Pame_13732.t1	K04506
Pame_13749.t1	K04506
Pame_13750.t1	K04506
Pame_13751.t1	K04506
Pame_13752.t1	K04506
Pame_13755.t1	K02155
Pame_13757.t1	K04506
Pame_13759.t1	K04506
Pame_13760.t1	K04506
Pame_13761.t1	K04506
Pame_13766.t1	K04506
Pame_13769.t1	K04506
Pame_13775.t1	K04506
Pame_13779.t1	K04506
Pame_13780.t1	K04506
Pame_13781.t1	K15001
Pame_13782.t1	K07427
Pame_13783.t1	K07427
Pame_13784.t2	K07427
Pame_13785.t1	K15001
Pame_13786.t1	K07427
Pame_13787.t1	K15001
Pame_13788.t1	K07427
Pame_13789.t1	K15001
Pame_13791.t1	K04506
Pame_13792.t1	K04506
Pame_13793.t1	K15001
Pame_13793.t1	K07427
Pame_13794.t1	K07425
Pame_13794.t1	K15001
Pame_13795.t1	K07427
Pame_13796.t1	K07427
Pame_13797.t1	K07427
Pame_13798.t1	K15001
Pame_13799.t1	K15001
Pame_13800.t1	K15001
Pame_13801.t1	K15001
Pame_13803.t1	K15001
Pame_13804.t1	K15001
Pame_13806.t1	K15001
Pame_13807.t1	K15001
Pame_13809.t1	K04506
Pame_13814.t1	K14073
Pame_13817.t1	K04506
Pame_13818.t1	K04506
Pame_13819.t1	K04506
Pame_13821.t1	K04506
Pame_13837.t1	K17284
Pame_13838.t2	K17284
Pame_13846.t1	K00710
Pame_13847.t1	K00710
Pame_13848.t1	K06627
Pame_13849.t1	K12586
Pame_13850.t1	K21245
Pame_13851.t1	K03678
Pame_13852.t1	K19202
Pame_13853.t1	K10802
Pame_13859.t1	K10802
Pame_13860.t1	K01443
Pame_13861.t1	K18172
Pame_13867.t1	K13023
Pame_13869.t1	K27818
Pame_13870.t1	K03953
Pame_13872.t1	K14304
Pame_13874.t3	K14304
Pame_13875.t1	K14304
Pame_13876.t1	K14556
Pame_13877.t1	K11390
Pame_13877.t1	K01644
Pame_13879.t1	K11142
Pame_13879.t1	K01255
Pame_13880.t1	K11142
Pame_13880.t1	K01255
Pame_13881.t1	K12827
Pame_13882.t1	K00799
Pame_13883.t1	K00799
Pame_13884.t1	K02187
Pame_13887.t1	K05201
Pame_13888.t1	K08073
Pame_13889.t1	K05201
Pame_13890.t1	K05201
Pame_13891.t1	K05201
Pame_13893.t1	K04506
Pame_13894.t1	K04506
Pame_13895.t1	K04506
Pame_13896.t1	K04506
Pame_13901.t1	K05201
Pame_13902.t1	K05313
Pame_13903.t2	K18398
Pame_13904.t1	K18398
Pame_13906.t1	K09407
Pame_13907.t1	K08811
Pame_13908.t1	K01052
Pame_13909.t1	K01052
Pame_13910.t1	K14558
Pame_13911.t1	K02155
Pame_13914.t1	K09488
Pame_13914.t1	K04079
Pame_13918.t1	K06061
Pame_13919.t1	K01204
Pame_13919.t1	K07407
Pame_13923.t1	K01204
Pame_13923.t1	K07407
Pame_13924.t1	K15444
Pame_13925.t1	K03165
Pame_13927.t1	K23797
Pame_13933.t1	K16481
Pame_13934.t1	K24095
Pame_13935.t1	K13997
Pame_13936.t1	K18168
Pame_13937.t1	K00894
Pame_13938.t1	K09228
Pame_13939.t1	K01883
Pame_13940.t1	K15030
Pame_13941.t1	K16184
Pame_13943.t1	K18757
Pame_13944.t1	K18757
Pame_13946.t1	K18486
Pame_13947.t1	K04168
Pame_13949.t1	K06125
Pame_13949.t1	K03179
Pame_13950.t1	K18172
Pame_13951.t1	K09560
Pame_13953.t1	K09560
Pame_13954.t1	K26153
Pame_13956.t1	K12848
Pame_13957.t1	K26420
Pame_13959.t1	K14688
Pame_13960.t1	K15193
Pame_13961.t1	K16803
Pame_13962.t1	K14521
Pame_13963.t1	K14521
Pame_13964.t2	K08825
Pame_13965.t1	K05658
Pame_13967.t1	K05658
Pame_13968.t1	K21412
Pame_13971.t1	K01952
Pame_13974.t1	K05402
Pame_13975.t1	K12383
Pame_13976.t2	K27896
Pame_13977.t1	K10408
Pame_13978.t1	K10408
Pame_13979.t1	K04257
Pame_13980.t1	K10408
Pame_13981.t1	K10408
Pame_13983.t1	K10408
Pame_13984.t1	K14821
Pame_13986.t3	K11765
Pame_13987.t1	K01887
Pame_13988.t1	K22984
Pame_13989.t1	K22984
Pame_13990.t1	K16779
Pame_13992.t1	K01052
Pame_13993.t1	K01052
Pame_13994.t1	K01052
Pame_13995.t1	K01052
Pame_13997.t1	K04359
Pame_13999.t1	K00453
Pame_14000.t1	K01374
Pame_14001.t1	K02985
Pame_14002.t1	K20724
Pame_14003.t1	K11170
Pame_14004.t1	K07917
Pame_14005.t1	K14400
Pame_14006.t1	K01893
Pame_14007.t1	K20397
Pame_14008.t1	K19178
Pame_14009.t1	K17598
Pame_14010.t1	K17598
Pame_14011.t1	K17598
Pame_14012.t1	K23715
Pame_14013.t1	K04936
Pame_14016.t1	K14964
Pame_14017.t1	K10141
Pame_14024.t1	K00844
Pame_14025.t1	K16474
Pame_14026.t1	K03236
Pame_14027.t1	K12860
Pame_14029.t1	K22855
Pame_14030.t1	K16546
Pame_14031.t1	K17781
Pame_14033.t1	K25636
Pame_14034.t2	K25636
Pame_14035.t1	K01376
Pame_14036.t1	K21270
Pame_14037.t1	K00115
Pame_14038.t1	K00115
Pame_14039.t1	K01052
Pame_14040.t1	K01052
Pame_14041.t1	K01052
Pame_14042.t1	K01052
Pame_14043.t1	K01052
Pame_14044.t1	K01052
Pame_14045.t1	K01052
Pame_14046.t1	K01052
Pame_14047.t1	K04097
Pame_14048.t1	K04097
Pame_14049.t1	K04097
Pame_14050.t1	K04097
Pame_14051.t1	K14688
Pame_14053.t1	K10838
Pame_14054.t1	K09377
Pame_14056.t1	K20526
Pame_14057.t1	K05313
Pame_14058.t1	K25425
Pame_14059.t1	K22369
Pame_14060.t1	K22369
Pame_14061.t1	K04396
Pame_14063.t1	K04348
Pame_14064.t1	K08202
Pame_14065.t1	K11866
Pame_14067.t1	K23882
Pame_14068.t1	K12494
Pame_14069.t2	K12494
Pame_14080.t1	K23705
Pame_14081.t1	K01052
Pame_14082.t1	K16573
Pame_14083.t1	K11303
Pame_14084.t1	K10803
Pame_14085.t1	K11405
Pame_14086.t1	K03063
Pame_14087.t1	K16311
Pame_14088.t1	K16309
Pame_14089.t1	K01310
Pame_14090.t1	K20406
Pame_14093.t1	K01379
Pame_14094.t1	K17199
Pame_14099.t1	K08018
Pame_14105.t1	K12847
Pame_14106.t1	K11128
Pame_14107.t1	K00731
Pame_14108.t1	K15191
Pame_14109.t1	K06867
Pame_14110.t1	K14709
Pame_14111.t1	K14709
Pame_14114.t1	K16669
Pame_14115.t1	K04986
Pame_14118.t1	K20216
Pame_14120.t1	K02967
Pame_14121.t1	K11165
Pame_14122.t1	K11165
Pame_14123.t1	K23205
Pame_14124.t1	K16449
Pame_14125.t1	K17576
Pame_14126.t1	K01870
Pame_14128.t2	K09310
Pame_14145.t1	K13122
Pame_14146.t1	K01285
Pame_14146.t1	K17824
Pame_14149.t1	K20301
Pame_14150.t1	K15455
Pame_14151.t1	K20314
Pame_14152.t1	K10837
Pame_14152.t1	K17779
Pame_14153.t1	K03132
Pame_14154.t1	K09228
Pame_14154.t1	K09191
Pame_14156.t1	K13963
Pame_14158.t1	K09855
Pame_14162.t1	K22864
Pame_14163.t1	K08991
Pame_14164.t1	K08830
Pame_14165.t1	K15720
Pame_14166.t1	K23958
Pame_14167.t2	K27587
Pame_14168.t1	K19197
Pame_14170.t1	K10394
Pame_14171.t1	K07126
Pame_14172.t1	K17780
Pame_14173.t1	K09191
Pame_14174.t1	K10768
Pame_14176.t1	K12383
Pame_14177.t1	K15176
Pame_14178.t2	K12605
Pame_14179.t1	K02150
Pame_14180.t1	K15107
Pame_14183.t1	K06106
Pame_14184.t1	K02127
Pame_14185.t1	K02127
Pame_14186.t1	K07830
Pame_14187.t1	K01942
Pame_14188.t1	K23168
Pame_14189.t1	K00963
Pame_14190.t2	K10435
Pame_14191.t1	K01754
Pame_14196.t1	K01870
Pame_14197.t1	K09228
Pame_14199.t1	K10746
Pame_14200.t1	K06990
Pame_14201.t1	K10880
Pame_14202.t1	K13110
Pame_14203.t1	K11592
Pame_14204.t1	K08739
Pame_14206.t1	K13211
Pame_14207.t1	K11778
Pame_14208.t1	K11778
Pame_14209.t1	K08735
Pame_14214.t1	K23718
Pame_14215.t1	K11797
Pame_14216.t1	K16061
Pame_14217.t1	K16060
Pame_14217.t1	K16061
Pame_14219.t1	K00626
Pame_14220.t1	K04569
Pame_14220.t1	K04565
Pame_14221.t1	K22371
Pame_14222.t1	K07375
Pame_14224.t1	K02273
Pame_14226.t1	K02273
Pame_14227.t1	K10479
Pame_14244.t1	K09100
Pame_14245.t1	K22070
Pame_14246.t1	K13211
Pame_14247.t1	K02882
Pame_14249.t1	K06115
Pame_14250.t1	K06115
Pame_14251.t1	K06115
Pame_14254.t1	K07925
Pame_14255.t1	K15287
Pame_14256.t1	K09228
Pame_14258.t1	K09228
Pame_14261.t1	K14530
Pame_14262.t1	K16734
Pame_14267.t1	K05313
Pame_14269.t3	K05313
Pame_14270.t1	K05313
Pame_14271.t1	K19882
Pame_14279.t1	K06115
Pame_14282.t1	K04984
Pame_14284.t1	K05336
Pame_14285.t1	K05336
Pame_14286.t1	K13176
Pame_14288.t1	K11113
Pame_14289.t1	K05313
Pame_14293.t1	K08471
Pame_14294.t1	K08471
Pame_14295.t1	K27893
Pame_14297.t1	K27893
Pame_14300.t1	K05126
Pame_14302.t1	K00799
Pame_14305.t1	K13118
Pame_14312.t2	K12571
Pame_14313.t1	K12571
Pame_14315.t1	K04578
Pame_14316.t1	K04578
Pame_14322.t1	K23222
Pame_14326.t1	K04576
Pame_14327.t1	K01176
Pame_14328.t1	K01176
Pame_14329.t1	K01176
Pame_14332.t1	K11406
Pame_14333.t1	K20726
Pame_14334.t1	K20726
Pame_14335.t1	K10740
Pame_14336.t1	K20407
Pame_14337.t1	K07834
Pame_14338.t1	K20408
Pame_14339.t1	K15117
Pame_14340.t1	K15117
Pame_14341.t1	K08811
Pame_14342.t1	K11341
Pame_14345.t1	K15214
Pame_14346.t1	K07756
Pame_14347.t1	K02901
Pame_14351.t1	K00799
Pame_14352.t1	K00799
Pame_14353.t1	K00799
Pame_14354.t1	K04225
Pame_14359.t3	K16617
Pame_14360.t1	K22138
Pame_14362.t3	K13160
Pame_14365.t1	K00799
Pame_14366.t1	K00799
Pame_14369.t1	K06258
Pame_14373.t1	K10277
Pame_14374.t1	K10380
Pame_14381.t1	K06841
Pame_14382.t1	K06841
Pame_14386.t1	K17268
Pame_14387.t1	K08705
Pame_14388.t1	K08705
Pame_14389.t2	K03926
Pame_14390.t1	K12398
Pame_14391.t1	K14788
Pame_14392.t1	K01262
Pame_14393.t1	K01230
Pame_14395.t1	K07962
Pame_14398.t1	K15042
Pame_14399.t1	K05287
Pame_14399.t1	K23001
Pame_14400.t1	K22377
Pame_14401.t1	K00121
Pame_14403.t1	K02991
Pame_14405.t2	K19995
Pame_14406.t1	K20915
Pame_14409.t1	K22984
Pame_14410.t1	K22984
Pame_14411.t1	K22984
Pame_14412.t1	K22984
Pame_14413.t1	K22984
Pame_14416.t1	K01507
Pame_14418.t1	K08136
Pame_14419.t1	K08136
Pame_14420.t1	K12397
Pame_14422.t1	K05728
Pame_14423.t1	K14306
Pame_14431.t1	K12597
Pame_14434.t1	K03127
Pame_14435.t1	K01634
Pame_14436.t1	K24720
Pame_14439.t1	K15731
Pame_14440.t1	K04575
Pame_14441.t1	K14788
Pame_14442.t1	K12593
Pame_14443.t1	K18409
Pame_14444.t1	K15001
Pame_14445.t1	K01106
Pame_14446.t1	K15720
Pame_14447.t1	K13753
Pame_14448.t1	K15542
Pame_14449.t1	K07910
Pame_14450.t1	K14258
Pame_14451.t1	K08145
Pame_14452.t1	K08145
Pame_14453.t1	K14258
Pame_14454.t1	K03144
Pame_14454.t1	K03260
Pame_14456.t1	K23218
Pame_14457.t1	K13248
Pame_14459.t1	K20126
Pame_14460.t2	K15730
Pame_14461.t1	K10645
Pame_14462.t1	K03857
Pame_14463.t1	K17401
Pame_14464.t1	K20064
Pame_14466.t2	K20064
Pame_14467.t1	K16605
Pame_14468.t1	K14615
Pame_14469.t1	K14615
Pame_14471.t4	K15716
Pame_14472.t1	K06099
Pame_14473.t1	K14316
Pame_14474.t1	K23540
Pame_14475.t2	K20478
Pame_14476.t1	K20478
Pame_14477.t1	K24634
Pame_14479.t1	K23488
Pame_14480.t1	K12618
Pame_14481.t1	K12618
Pame_14483.t1	K03260
Pame_14484.t2	K27889
Pame_14485.t1	K27890
Pame_14489.t1	K24369
Pame_14490.t1	K03960
Pame_14491.t1	K05313
Pame_14492.t1	K05313
Pame_14493.t1	K05313
Pame_14494.t1	K01187
Pame_14496.t1	K01187
Pame_14497.t2	K01187
Pame_14498.t1	K01187
Pame_14509.t1	K24254
Pame_14510.t1	K24254
Pame_14518.t2	K04222
Pame_14519.t1	K04222
Pame_14520.t1	K22970
Pame_14520.t1	K16066
Pame_14520.t1	K15890
Pame_14520.t1	K00059
Pame_14522.t1	K01265
Pame_14523.t1	K00789
Pame_14525.t2	K23205
Pame_14526.t1	K14621
Pame_14528.t1	K24125
Pame_14530.t1	K20128
Pame_14531.t1	K15305
Pame_14534.t1	K19404
Pame_14537.t1	K03910
Pame_14538.t1	K11323
Pame_14539.t2	K11831
Pame_14540.t1	K01691
Pame_14541.t1	K28034
Pame_14543.t1	K06756
Pame_14544.t2	K07526
Pame_14546.t1	K18752
Pame_14547.t1	K10265
Pame_14548.t2	K09331
Pame_14550.t1	K02835
Pame_14551.t1	K12169
Pame_14552.t1	K26269
Pame_14556.t1	K14994
Pame_14557.t1	K06867
Pame_14562.t1	K14620
Pame_14563.t1	K22399
Pame_14564.t6	K17751
Pame_14565.t3	K10352
Pame_14566.t1	K01462
Pame_14567.t1	K18532
Pame_14568.t1	K08056
Pame_14569.t1	K04082
Pame_14570.t3	K23969
Pame_14571.t1	K01792
Pame_14574.t1	K01110
Pame_14575.t1	K22530
Pame_14576.t1	K08823
Pame_14577.t2	K08823
Pame_14580.t1	K10295
Pame_14583.t1	K00949
Pame_14584.t1	K11972
Pame_14586.t1	K04728
Pame_14587.t1	K21970
Pame_14590.t1	K08193
Pame_14591.t1	K08193
Pame_14593.t1	K25615
Pame_14594.t1	K25615
Pame_14595.t1	K09191
Pame_14597.t1	K01262
Pame_14598.t1	K12622
Pame_14599.t1	K06083
Pame_14602.t1	K12474
Pame_14603.t1	K07553
Pame_14604.t1	K24134
Pame_14605.t1	K18742
Pame_14606.t1	K15084
Pame_14607.t1	K15084
Pame_14608.t1	K04382
Pame_14609.t1	K14753
Pame_14610.t1	K14753
Pame_14612.t1	K22074
Pame_14613.t1	K07205
Pame_14615.t1	K23960
Pame_14616.t1	K18756
Pame_14619.t1	K04440
Pame_14620.t1	K11577
Pame_14622.t1	K12872
Pame_14622.t1	K19022
Pame_14623.t1	K23438
Pame_14626.t1	K00029
Pame_14627.t1	K00029
Pame_14628.t1	K00799
Pame_14629.t1	K00799
Pame_14630.t1	K00799
Pame_14631.t1	K00799
Pame_14632.t1	K00799
Pame_14633.t1	K00799
Pame_14634.t1	K00799
Pame_14635.t1	K00799
Pame_14636.t1	K00799
Pame_14637.t1	K00799
Pame_14638.t1	K00799
Pame_14639.t2	K00799
Pame_14640.t1	K00799
Pame_14641.t1	K00799
Pame_14642.t1	K00799
Pame_14643.t1	K00799
Pame_14644.t1	K00799
Pame_14645.t1	K00799
Pame_14646.t1	K00799
Pame_14647.t2	K00799
Pame_14660.t1	K23915
Pame_14661.t1	K08145
Pame_14663.t1	K00382
Pame_14664.t1	K08145
Pame_14665.t1	K08145
Pame_14666.t1	K08145
Pame_14667.t1	K08145
Pame_14668.t1	K00382
Pame_14670.t1	K00382
Pame_14671.t1	K00382
Pame_14672.t2	K00382
Pame_14673.t1	K00382
Pame_14674.t1	K00382
Pame_14675.t1	K00382
Pame_14676.t1	K00382
Pame_14677.t1	K00382
Pame_14679.t1	K09228
Pame_14680.t1	K09493
Pame_14681.t1	K06670
Pame_14683.t1	K23563
Pame_14684.t1	K15430
Pame_14685.t1	K14859
Pame_14686.t1	K11844
Pame_14688.t1	K18809
Pame_14689.t1	K06564
Pame_14691.t1	K10578
Pame_14692.t3	K07187
Pame_14694.t1	K09228
Pame_14696.t1	K00326
Pame_14697.t1	K07376
Pame_14698.t1	K07376
Pame_14700.t1	K24895
Pame_14702.t1	K11269
Pame_14702.t1	K26403
Pame_14703.t1	K21806
Pame_14705.t1	K20361
Pame_14706.t2	K26232
Pame_14708.t1	K27678
Pame_14709.t1	K02156
Pame_14710.t1	K15255
Pame_14712.t1	K09215
Pame_14713.t1	K09215
Pame_14714.t1	K22535
Pame_14715.t1	K17550
Pame_14716.t1	K14523
Pame_14718.t1	K13179
Pame_14720.t1	K04404
Pame_14721.t1	K12868
Pame_14722.t1	K12735
Pame_14723.t1	K02976
Pame_14724.t1	K12654
Pame_14726.t1	K00451
Pame_14727.t1	K02187
Pame_14729.t1	K10752
Pame_14730.t1	K20068
Pame_14732.t1	K23209
Pame_14734.t1	K09542
Pame_14735.t1	K12405
Pame_14736.t1	K13250
Pame_14737.t1	K20822
Pame_14739.t1	K16468
Pame_14741.t1	K02354
Pame_14742.t1	K09228
Pame_14743.t1	K11462
Pame_14744.t1	K18161
Pame_14745.t1	K08791
Pame_14748.t1	K03283
Pame_14751.t1	K16830
Pame_14752.t1	K26186
Pame_14753.t1	K02375
Pame_14754.t1	K10990
Pame_14755.t1	K15323
Pame_14756.t1	K02937
Pame_14758.t1	K11806
Pame_14759.t1	K12301
Pame_14764.t1	K22378
Pame_14765.t1	K27896
Pame_14766.t1	K14800
Pame_14767.t1	K00507
Pame_14768.t1	K00507
Pame_14769.t2	K00507
Pame_14770.t1	K23205
Pame_14771.t1	K02374
Pame_14772.t1	K02374
Pame_14778.t1	K11306
Pame_14780.t1	K00856
Pame_14781.t1	K27896
Pame_14782.t1	K25687
Pame_14790.t1	K00049
Pame_14792.t1	K04427
Pame_14793.t1	K08193
Pame_14794.t2	K08193
Pame_14795.t1	K06104
Pame_14796.t1	K01013
Pame_14797.t1	K25931
Pame_14798.t1	K07562
Pame_14799.t1	K03006
Pame_14802.t1	K19970
Pame_14802.t1	K01081
Pame_14804.t1	K19970
Pame_14804.t1	K01081
Pame_14805.t1	K19970
Pame_14805.t1	K01081
Pame_14806.t1	K00799
Pame_14808.t1	K10303
Pame_14810.t1	K22455
Pame_14827.t1	K14763
Pame_14829.t1	K10443
Pame_14831.t1	K13298
Pame_14835.t1	K01316
Pame_14837.t1	K15001
Pame_14837.t1	K07427
Pame_14838.t1	K07425
Pame_14838.t1	K15001
Pame_14838.t1	K24653
Pame_14839.t1	K07427
Pame_14840.t1	K15001
Pame_14841.t1	K07427
Pame_14842.t1	K07427
Pame_14843.t1	K15001
Pame_14844.t1	K07427
Pame_14845.t1	K15001
Pame_14845.t1	K01187
Pame_14846.t1	K00799
Pame_14847.t1	K00799
Pame_14848.t1	K00799
Pame_14849.t1	K00799
Pame_14850.t1	K00799
Pame_14851.t1	K00799
Pame_14852.t1	K15001
Pame_14852.t1	K07427
Pame_14853.t1	K15001
Pame_14853.t1	K07427
Pame_14857.t1	K10277
Pame_14858.t1	K10380
Pame_14860.t1	K22866
Pame_14861.t1	K26163
Pame_14862.t1	K24353
Pame_14865.t1	K11153
Pame_14866.t1	K11153
Pame_14867.t1	K04887
Pame_14868.t1	K04887
Pame_14875.t2	K00049
Pame_14876.t1	K16809
Pame_14878.t1	K16809
Pame_14881.t1	K01858
Pame_14882.t1	K09573
Pame_14883.t1	K21776
Pame_14884.t1	K12178
Pame_14885.t1	K15040
Pame_14888.t1	K23341
Pame_14888.t1	K04370
Pame_14889.t1	K00049
Pame_14890.t1	K00049
Pame_14893.t1	K01187
Pame_14894.t1	K00227
Pame_14895.t1	K08471
Pame_14899.t1	K14388
Pame_14899.t1	K03307
Pame_14900.t1	K14388
Pame_14901.t1	K14388
Pame_14902.t1	K14388
Pame_14903.t1	K14388
Pame_14904.t1	K14388
Pame_14904.t1	K03307
Pame_14905.t1	K00274
Pame_14906.t1	K14388
Pame_14907.t1	K14388
Pame_14907.t1	K03307
Pame_14908.t1	K14388
Pame_14909.t1	K14388
Pame_14911.t1	K14388
Pame_14912.t1	K00274
Pame_14913.t1	K14388
Pame_14914.t1	K14388
Pame_14915.t1	K14388
Pame_14916.t1	K14388
Pame_14917.t1	K14388
Pame_14918.t1	K14388
Pame_14918.t1	K03307
Pame_14919.t1	K14388
Pame_14919.t1	K03307
Pame_14920.t1	K14388
Pame_14921.t1	K14388
Pame_14921.t1	K03307
Pame_14922.t1	K14388
Pame_14922.t1	K03307
Pame_14923.t1	K14388
